High_Requirements,Low_Requirements,Instruction
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed,The system shall provide a means to document a description of a medication and medication purpose when the medication name is unknown,"Definition: In this task, verify that the system can document a medication description and purpose when the medication name is unknown.
Emphasis & Caution: Ensure the medication name is treated as unknown.
Things to Avoid: Assuming or inventing a medication name."
The system shall allow document types to inherit authorizations from a higher level when using classes to assign roles,The system shall allow the provider to redirect the notification concerning orders requiring signature to another provider,"Definition: In this task, verify that a provider can redirect order-signature notifications to another provider.
Emphasis & Caution: -
Things to Avoid: -"
The system shall provide an option to so a user can quickly set up orders for frequently placed orders,If role-based access control (RBAC) is supported,"Definition: In this task, verify the system behavior when role-based access control (RBAC) is supported.
Emphasis & Caution: Only evaluate scenarios where RBAC is supported.
Things to Avoid: Evaluating non-RBAC scenarios."
The system shall include a graphing feature to allow users to view lab test results and vital signs in a graph,The system shall provide the ability to log outgoing information exchange in an auditable form,"Definition: In this task, verify that the system logs outgoing information exchanges in an auditable form.
Emphasis & Caution: Logs must be auditable.
Things to Avoid: Ignoring audit requirements."
The system shall only auto-select(highlights in blue and places that entry in the field) a patient name if the user types enough characters to uniquely identify a name in the list,The system shall provide the ability to present medications to be administered over a selectable date/time range,"Definition: In this task, verify that the system can present medications to be administered over a selectable date/time range.
Emphasis & Caution: Date/time range must be user-selectable.
Things to Avoid: Using a fixed or default range only."
The system shall allow users to enter time in several different formats,The system shall provide the ability to filter or sort results by type of test and test date,"Definition: In this task, verify that results can be filtered or sorted by test type and test date.
Emphasis & Caution: Support both filter and sort functions.
Things to Avoid: Limiting to only one criterion."
The system shall indicate problems with inactive codes have the ?#? symbol in the status column,When access to a chart is restricted and the break the glass has occurred,"Definition: In this task, verify system behavior when chart access is restricted and a break-the-glass event has occurred.
Emphasis & Caution: Confirm the break-the-glass condition is applied.
Things to Avoid: Ignoring access restriction context."
The system shall capture history of received immunizations,The system shall provide the ability to send data to register a patient in a clinical trial,"Definition: In this task, verify that the system can send data to register a patient in a clinical trial.
Emphasis & Caution: Data must be sent successfully for registration.
Things to Avoid: Partial or incomplete data submission."
The system shall only auto-select(highlights in blue and places that entry in the field) a patient name if the user types enough characters to uniquely identify a name in the list,The system shall provide the ability to present a list of tasks by user or user role,"Definition: In this task, verify that the system can present a task list by user or by user role.
Emphasis & Caution: Ensure both user-based and role-based views work.
Things to Avoid: Mixing users or roles incorrectly."
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital,The system shall provide the ability to create site-specific care plan,"Definition: In this task, verify that the system can create site-specific care plans.
Emphasis & Caution: Confirm the plan is specific to a site.
Things to Avoid: Using generic or non-site-specific plans."
The system will abort when the user tries to login if tabs are not assigned to the user in their NEW PERSON file or if the RESTRICT PATIENT SELECTION prompt does not contain a Yes or No,The system shall provide the ability to display CCD documents,"Definition: In this task, verify that the system can display CCD documents.
Emphasis & Caution: Ensure the document content is viewable.
Things to Avoid: Failing to load or open the document."
The system shall require the entry of an access code and a verify code to gain access to the system,The system shall provide the ability to select order details including strength,"Definition: In this task, verify that the system allows selection of order details including strength.
Emphasis & Caution: Strength must be selectable.
Things to Avoid: Omitting required order details."
The system shall allow infinite hierarchies of subclasses to be created in the User Hierarchy Class structure,The system shall allow the provider to redirect the notification concerning orders requiring signature to another provider,"Definition: In this task, verify that a provider can redirect signature-required order notifications to another provider.
Emphasis & Caution: Confirm the notification is reassigned correctly.
Things to Avoid: Sending the notification to the wrong provider."
The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile,The system shall provide the ability to cosign a note and record the date and time of signature,"Definition: In this task, verify that the system supports cosigning a note and records the date and time.
Emphasis & Caution: Date and time must be recorded accurately.
Things to Avoid: Missing or incorrect timestamps."
The system shall improve accessibility of online clinical information and results,The system shall provide the ability to index and retrieve scanned documents based on the document type,"Definition: In this task, verify that the system can index and retrieve scanned documents by document type.
Emphasis & Caution: Document type must control retrieval.
Things to Avoid: Retrieving documents by unrelated criteria."
The system shall provide an option to so a user can quickly set up orders for frequently placed orders,The HIE shall have remote access controls,"Definition: In this task, verify that the HIE enforces remote access controls.
Emphasis & Caution: Access controls must apply to remote access.
Things to Avoid: Allowing unrestricted remote access."
The system shall support the requirements for codified data specified by the DOQ-IT quality improvement measures,The system shall provide the ability to create prescription or other medication orders with sufficient information for correct filling and dispensing by a pharmacy,"Definition: In this task, verify that the system can create medication orders with sufficient details for pharmacy filling and dispensing.
Emphasis & Caution: Information must be sufficient for correct dispensing.
Things to Avoid: Creating incomplete medication orders."
The system shall allow document types to inherit authorizations from a higher level when using classes to assign roles,The system shall provide the ability to maintain medication ordering dates,"Definition: In this task, verify that the system can maintain medication ordering dates.
Emphasis & Caution: Dates must be stored and retrievable.
Things to Avoid: Losing or overwriting order dates."
The system shall allow a user to foward notification to someone else at the site,The system shall provide an administrative function allowing an administrator to set rules for data retention,"Definition: In this task, verify that an administrator can set and manage data retention rules.
Emphasis & Caution: Use an administrator account only.
Things to Avoid: Changing retention rules as a non-admin."
The system shall require handwritten signatures for outpatient medication orders of schedule 2 and schedule 2n controlled substances due to DEA policy,The system shall have the ability to provide access to patient-specific test and procedure instructions that can be customized by the physician or health organization these instructions are to be given to the filler of the order. These instructions may reside within the system or be provided through links to external sources,"Definition: In this task, verify access to patient-specific test and procedure instructions that can be customized and provided to the order filler.
Emphasis & Caution: Instructions may be internal or linked externally.
Things to Avoid: Testing non-patient-specific instructions."
The system shall use patient lists allow a person to quickly locate patients without going through all the patients in the list,The system shall provide the ability to print and electronically fax prescriptions,"Definition: In this task, verify that prescriptions can be printed and sent by electronic fax.
Emphasis & Caution: Confirm both print and e-fax functions work.
Things to Avoid: Testing only one delivery method."
The system shall allow users to enter time in several different formats,The system shall provide the ability to accept,"Definition: In this task, verify that the system can accept the required input or data as specified.
Emphasis & Caution: Follow the acceptance condition exactly.
Things to Avoid: Assuming unspecified acceptance criteria."
The system shall allow document types to inherit authorizations from a higher level when using classes to assign roles,The system shall provide the ability to display for selection a secondary,"Definition: In this task, verify that the system can display a secondary option for user selection.
Emphasis & Caution: Ensure the secondary option is selectable.
Things to Avoid: Selecting only primary options."
The system shall include capabilities for ordering laboratory tests and reviewing results,The system shall provide the ability to configure orders within order sets with default order details,"Definition: In this task, verify that orders in order sets can be configured with default order details.
Emphasis & Caution: Defaults must auto-populate correctly.
Things to Avoid: Manually entering values meant to be defaults."
The system shall support the requirements for codified data specified by the DOQ-IT quality improvement measures,If role-based access control (RBAC) is supported,"Definition: In this task, verify system behavior when role-based access control (RBAC) is supported.
Emphasis & Caution: Test only RBAC-enabled scenarios.
Things to Avoid: Including non-RBAC cases."
The system shall require a user to review and sign changed if a user has just entered orders or documents that are unsigned,The system shall provide the ability to send a query to coordinate patient identification,"Definition: In this task, verify that the system can send a query to coordinate patient identification.
Emphasis & Caution: Ensure the query is successfully sent.
Things to Avoid: Verifying only local identification."
The system shall allow complete order sets to be predefined and personalized,The system shall provide the ability to send an electronic prescription to pharmacy,"Definition: In this task, verify that the system can send an electronic prescription to a pharmacy.
Emphasis & Caution: Confirm successful electronic transmission.
Things to Avoid: Printing or faxing instead."
The system shall support audit capability,The system shall provide the ability for a user to select an order for a medication and exit the process of creating the order at some point prior to completion such that another user can access the order for subsequent review and completion,"Definition: In this task, verify that a user can exit medication order creation before completion and allow another user to review and complete it.
Emphasis & Caution: The incomplete order must remain accessible.
Things to Avoid: Completing or deleting the order before handoff."
The system shall allow users who hold any of the ORES/ORELSE/PROVIDER keys to be viewed as a clinical user and has full access privileges to all problem list options,System should have the ability to prevent sensitive diagnoses from being viewed,"Definition: In this task, verify that the system prevents viewing of sensitive diagnoses.
Emphasis & Caution: Confirm access is blocked for unauthorized users.
Things to Avoid: Using authorized roles to bypass restrictions."
The system shall allow user classes to be used across VistA to replace and/or complement security keys,The HIE shall have remote access controls,"Definition: In this task, verify that the HIE enforces remote access controls.
Emphasis & Caution: Controls must apply to remote access only.
Things to Avoid: Testing local access scenarios."
The system will abort when the user tries to login if tabs are not assigned to the user in their NEW PERSON file or if the RESTRICT PATIENT SELECTION prompt does not contain a Yes or No,The system shall provide the ability to send a query to coordinate patient identification,"Definition: In this task, verify that the system can send a query to coordinate patient identification.
Emphasis & Caution: Ensure the query is successfully transmitted.
Things to Avoid: Verifying identification without sending a query."
The system shall timeout after a period of inactivity,The system shall enforce a limit of (configurable) consecutive invalid access attempts by a user,"Definition: In this task, verify that the system enforces a configurable limit on consecutive invalid access attempts.
Emphasis & Caution: Use multiple invalid attempts to trigger the limit.
Things to Avoid: Using valid credentials during testing."
The system shall provide an open source integration platform to build interfaces to Billing/Practice Management systems,The system shall provide the ability to cosign a note and record the date and time of signature,"Definition: In this task, verify that the system supports cosigning a note and records the date and time.
Emphasis & Caution: Timestamp must be accurate and saved.
Things to Avoid: Ignoring date or time recording."
The system shall allow a user to foward notification to someone else at the site,The system shall provide the ability to access reports outside the EHR application,"Definition: In this task, verify that reports can be accessed outside the EHR application.
Emphasis & Caution: Access must occur externally to the EHR.
Things to Avoid: Accessing reports only within the EHR."
The system shall stored the names of users who view remote data in the remote site's database,The system shall provide the ability to send an electronic prescription to pharmacy,"Definition: In this task, verify that the system can send an electronic prescription to a pharmacy.
Emphasis & Caution: Confirm successful electronic delivery.
Things to Avoid: Printing or faxing prescriptions."
The system shall include capabilities for ordering laboratory tests and reviewing results,The system shall allow the provider to redirect the notification concerning orders requiring signature to another provider,"Definition: In this task, verify that a provider can redirect signature-required order notifications to another provider.
Emphasis & Caution: Ensure the notification reaches the correct provider.
Things to Avoid: Redirecting to an incorrect recipient."
The system shall indicate that the record is sensitive and may only be viewed by authorized users,The system shall provide the ability to create prescription or other medication orders with sufficient information for correct filling and dispensing by a pharmacy,"Definition: In this task, verify that the system can create medication orders with sufficient details for pharmacy dispensing.
Emphasis & Caution: Information must be complete for dispensing.
Things to Avoid: Submitting incomplete orders."
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs,The system shall capture demographic information as part of the patient record. Demographic information,"Definition: In this task, verify that the system captures demographic information in the patient record.
Emphasis & Caution: Demographic data must be stored with the patient record.
Things to Avoid: Saving demographic data outside the patient record."
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed,The system shall provide the ability to re-print and re-fax prescriptions,"Definition: In this task, verify that prescriptions can be re-printed and re-faxed.
Emphasis & Caution: Confirm both actions work on existing prescriptions.
Things to Avoid: Creating a new prescription instead."
The system shall provide an option to so a user can quickly set up orders for frequently placed orders,The system shall provide the ability to export structured data which removes those identifiers listed in the HIPAA definition of a limited dataset. This export on hardcopy and electronic output shall leave the actual PHI data unmodified in the original record,"Definition: In this task, verify that the system can export structured data with HIPAA limited dataset identifiers removed while keeping original PHI unchanged.
Emphasis & Caution: Original records must remain unmodified.
Things to Avoid: Altering original PHI data."
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital,The system shall provide the ability for a clinician to save frequently used,"Definition: In this task, verify that a clinician can save frequently used items.
Emphasis & Caution: Ensure saved items can be reused.
Things to Avoid: Saving items that cannot be retrieved."
The system shall only auto-select(highlights in blue and places that entry in the field) a patient name if the user types enough characters to uniquely identify a name in the list,The system shall provide the ability to maintain medication ordering dates,"Definition: In this task, verify that the system maintains medication ordering dates.
Emphasis & Caution: Dates must persist correctly.
Things to Avoid: Overwriting or losing dates."
The system shall include capabilities for ordering laboratory tests and reviewing results,When sending user identity information between HIEs,"Definition: In this task, verify correct handling when sending user identity information between HIEs.
Emphasis & Caution: Ensure identity information is transmitted securely.
Things to Avoid: Sending incomplete identity data."
The system shall indicate that the record is sensitive and may only be viewed by authorized users,The system shall have the ability to provide electronic communication between prescribers and pharmacies or other intended recipients of the medication order,"Definition: In this task, verify that the system supports electronic communication of medication orders between prescribers and pharmacies or other recipients.
Emphasis & Caution: Communication must be electronic.
Things to Avoid: Using non-electronic methods."
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed,The system shall provide the ability to maintain medication ordering dates,"Definition: In this task, verify that the system maintains medication ordering dates.
Emphasis & Caution: Dates must be accurate and retrievable.
Things to Avoid: Inconsistent date records."
The system will provide the ability to register patients of all types,The system shall provide the ability for a user to whom a result is presented to acknowledge the result,"Definition: In this task, verify that a user can acknowledge a presented result.
Emphasis & Caution: Acknowledgment must be recorded.
Things to Avoid: Viewing results without acknowledgment."
The system shall support audit capability,The system shall provide the ability to document complex medication orders that include dosing based on either physical status or laboratory values,"Definition: In this task, verify that the system can document complex medication orders based on physical status or lab values.
Emphasis & Caution: Dosing logic must reflect status or lab values.
Things to Avoid: Recording simple orders only."
The system shall use patient lists allow a person to quickly locate patients without going through all the patients in the list,The system shall relate medication allergies to medications to facilitate allergy checking decision support for medication orders,"Definition: In this task, verify that medication allergies are linked to medications for allergy checking decision support.
Emphasis & Caution: Allergy checks must trigger correctly.
Things to Avoid: Leaving allergies unlinked."
The system shall allow several orders to be placed with the ability for a user to sign for them all at once,The system shall have the ability to provide electronic communication between prescribers and pharmacies or other intended recipients of the medication order,"Definition: In this task, enable electronic communication of medication orders between prescribers and pharmacies or other intended recipients.
Emphasis & Caution: Ensure secure and accurate transmission.
Things to Avoid: Do not send incomplete or unverified orders."
The system shall include capabilities for ordering laboratory tests and reviewing results,The system shall provide the ability to access reports outside the EHR application,"Definition: In this task, allow users to access reports outside the EHR application.
Emphasis & Caution: Maintain access controls.
Things to Avoid: Do not expose restricted reports."
The system shall include a graphing feature to allow users to view lab test results and vital signs in a graph,The system shall provide the ability to create and assign tasks by user or user role,"Definition: In this task, allow creation and assignment of tasks by individual user or user role.
Emphasis & Caution: Assignments must reflect correct roles.
Things to Avoid: Do not assign tasks to unauthorized users."
The system shall include capabilities for ordering laboratory tests and reviewing results,The system shall provide the ability to create hardcopy and electronic report summary information (procedures,"Definition: In this task, generate report summary information in both hardcopy and electronic formats.
Emphasis & Caution: Ensure summaries are complete and readable.
Things to Avoid: Do not omit required summary content."
The system shall indicate that the record is sensitive and may only be viewed by authorized users,The system shall provide the ability for a user to select an order for a medication and exit the process of creating the order at some point prior to completion such that another user can access the order for subsequent review and completion,"Definition: In this task, allow a user to start a medication order, exit before completion, and enable another user to review and complete it.
Emphasis & Caution: Preserve order state and ownership history.
Things to Avoid: Do not lose or overwrite partial orders."
The system shall indicate that the record is sensitive and may only be viewed by authorized users,When access to a chart is restricted and the break the glass has occurred,"Definition: In this task, handle restricted chart access events when break-the-glass access has occurred.
Emphasis & Caution: Ensure the event is clearly indicated and auditable.
Things to Avoid: Do not bypass logging or alerts."
The system shall have pre-defined progress note templates,The system shall provide the ability to present medications to be administered over a selectable date/time range,"Definition: In this task, present medications to be administered within a user-selected date and time range.
Emphasis & Caution: Respect the selected range exactly.
Things to Avoid: Do not display medications outside the range."
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs,The system shall provide the ability to index and retrieve scanned documents based on the document type,"Definition: In this task, index and retrieve scanned documents based on document type.
Emphasis & Caution: Use correct document type classification.
Things to Avoid: Do not mislabel or misfile documents."
The system shall allow users to enter time in several different formats,The system shall provide the ability to accept,"Definition: In this task, accept required inputs or data as specified by the system.
Emphasis & Caution: Validate inputs before acceptance.
Things to Avoid: Do not accept invalid or unsupported data."
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital,The system shall provide a means to create outpatient prescriptions for durable items and equipment that require prescriptions,"Definition: In this task, create outpatient prescriptions for durable medical items and equipment that require prescriptions.
Emphasis & Caution: Ensure prescription requirements are met.
Things to Avoid: Do not create prescriptions without required authorization."
The system shall require a user to review and sign changed if a user has just entered orders or documents that are unsigned,The system shall update the appropriate medication list with the prescribed medications,"Definition: In this task, update the correct medication list with newly prescribed medications.
Emphasis & Caution: Ensure the correct patient and medication list.
Things to Avoid: Do not update the wrong patient record."
The system shall have pre-defined progress note templates,The system will provide secure remote access to patient data without the need to pre-load an application,"Definition: In this task, provide secure remote access to patient data without requiring application pre-installation.
Emphasis & Caution: Security and authentication must be enforced.
Things to Avoid: Do not allow unsecured access."
The system shall improve accessibility of online clinical information and results,The system shall provide the ability to receive patient registration data from an internal practice management system,"Definition: In this task, receive patient registration data from an internal practice management system.
Emphasis & Caution: Ensure data is accurately mapped.
Things to Avoid: Do not duplicate or overwrite valid records."
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service,The system shall provide the ability to display the associated problem or diagnosis (indication) on the printed prescription,"Definition: In this task, display the associated problem or diagnosis on printed prescriptions.
Emphasis & Caution: Match the diagnosis to the correct prescription.
Things to Avoid: Do not print incorrect or unrelated diagnoses."
The system shall allow other VistA applications to access the user class file to determine the role of an employee,The system shall send Current Medication List and Discharge Medications (patient home medications and medications prescribed upon discharge) to outpatient documentation sources (e.g.,"Definition: In this task, send current and discharge medication lists to outpatient documentation systems.
Emphasis & Caution: Include both home and discharge medications.
Things to Avoid: Do not omit required medication lists."
The system shall allow physician offices to use social security numbers or medical record numbers to identify patients,The system shall have the ability to provide access to test and procedure instructions that can be customized by the physician or health organization. These instructions may reside within the system or be provided through links to external sources,"Definition: In this task, provide access to customizable test and procedure instructions from internal or external sources.
Emphasis & Caution: Ensure links and instructions are valid.
Things to Avoid: Do not display outdated or broken instructions."
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital,The system shall provide a means to document a description of a medication and medication purpose when the medication name is unknown,"Definition: In this task, document a medication description and purpose when the medication name is unknown.
Emphasis & Caution: Description must be clear and specific.
Things to Avoid: Do not leave description fields blank."
The system shall allow a user to foward notification to someone else at the site,The system shall associate (store and link) key identifier information (e.g.,"Definition: In this task, store and link key identifier information correctly across records.
Emphasis & Caution: Maintain accurate associations.
Things to Avoid: Do not mismatch identifiers."
The system shall allow infinite hierarchies of subclasses to be created in the User Hierarchy Class structure,The system shall relate medication allergies to medications to facilitate allergy checking decision support for medication orders,"Definition: In this task, link medication allergies to medications to support allergy checking.
Emphasis & Caution: Ensure allergy data is current.
Things to Avoid: Do not ignore known allergies."
The system shall include a graphing feature to allow users to view lab test results and vital signs in a graph,The system shall provide the ability to display user created instructions and/or prompts when ordering diagnostic tests or procedures,"Definition: In this task, display user-created instructions or prompts during diagnostic test or procedure ordering.
Emphasis & Caution: Show instructions at the correct step.
Things to Avoid: Do not hide or suppress user instructions."
The system shall allow a user to foward notification to someone else at the site,The system shall provide the ability to present medications to be administered over a selectable date/time range,"Definition: In this task, display medications scheduled within a user-selected date and time range.
Emphasis & Caution: Match the exact selected range.
Things to Avoid: Do not show medications outside the range."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall have the ability to provide access to patient-specific test and procedure instructions that can be customized by the physician or health organization these instructions are to be given to the filler of the order. These instructions may reside within the system or be provided through links to external sources,"Definition: In this task, provide patient-specific, customizable test and procedure instructions to the order filler.
Emphasis & Caution: Ensure instructions match the correct patient and order.
Things to Avoid: Do not show generic or wrong-patient instructions."
The system shall require handwritten signatures for outpatient medication orders of schedule 2 and schedule 2n controlled substances due to DEA policy,The system shall provide the ability to log outgoing information exchange in an auditable form,"Definition: In this task, log all outgoing information exchanges in an auditable format.
Emphasis & Caution: Logs must be complete and traceable.
Things to Avoid: Do not allow unlogged transmissions."
The system shall indicate problems with inactive codes have the ?#? symbol in the status column,The system shall provide the ability to receive patient registration data from an internal practice management system,"Definition: In this task, receive patient registration data from an internal practice management system.
Emphasis & Caution: Validate and map data correctly.
Things to Avoid: Do not create duplicate patient records."
The system will abort when the user tries to login if tabs are not assigned to the user in their NEW PERSON file or if the RESTRICT PATIENT SELECTION prompt does not contain a Yes or No,The system shall provide the ability to display CCD documents,"Definition: In this task, display CCD documents for user review.
Emphasis & Caution: Ensure correct document rendering.
Things to Avoid: Do not display corrupted or incomplete documents."
The system shall provide an option to so a user can quickly set up orders for frequently placed orders,The system shall provide the ability for a user to select an order for a medication and exit the process of creating the order at some point prior to completion such that another user can access the order for subsequent review and completion,"Definition: In this task, allow a medication order to be saved incomplete and completed later by another user.
Emphasis & Caution: Preserve order data and history.
Things to Avoid: Do not lose or overwrite partial orders."
The system shall allow medication orders to be placed and filled from local stocks of medications while providing full auditing of all medication orders within the medication profile,The system shall have the ability to provide assistance with selecting an appropriate CPT Evaluation and Management billing code based on codified clinical information in the encounter,"Definition: In this task, assist in selecting the appropriate CPT E&M billing code using encounter data.
Emphasis & Caution: Base suggestions only on coded clinical information.
Things to Avoid: Do not suggest unsupported codes."
The system shall allow a user to foward notification to someone else at the site,The system shall provide the ability to send data to register a patient in a clinical trial,"Definition: In this task, send required data to register a patient in a clinical trial.
Emphasis & Caution: Ensure data accuracy and consent requirements.
Things to Avoid: Do not send incomplete or unauthorized data."
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital,The system shall support removal of a user?s privileges without deleting the user from the system. The purpose of the criteria is to provide the ability to remove a user?s privileges,"Definition: In this task, remove a user¡¯s privileges without deleting the user account.
Emphasis & Caution: Privileges must be fully revoked.
Things to Avoid: Do not delete the user record."
The system shall include capabilities for ordering laboratory tests and reviewing results,When access to a chart is restricted and the break the glass has occurred,"Definition: In this task, handle restricted chart access when break-the-glass access is triggered.
Emphasis & Caution: Clearly indicate and log the event.
Things to Avoid: Do not bypass auditing or alerts."
The system shall allow users who hold any of the ORES/ORELSE/PROVIDER keys to be viewed as a clinical user and has full access privileges to all problem list options,The system shall provide the ability to identify all users who have accessed an individual's chart over a given time period,"Definition: In this task, identify all users who accessed a specific patient chart within a given time period.
Emphasis & Caution: Ensure the time range is applied correctly.
Things to Avoid: Do not miss or merge access records."
The system shall allow a user to foward notification to someone else at the site,The system shall provide the ability to identify all users who have accessed an individual's chart over a given time period,"Definition: In this task, identify all users who accessed a specific patient chart within a given time period.
Emphasis & Caution: Results must be complete and accurate.
Things to Avoid: Do not include access outside the period."
The system shall capture history of received immunizations,The system shall provide the ability to configure orders within order sets with default order details,"Definition: In this task, configure orders within order sets using default order details.
Emphasis & Caution: Defaults must match the order set definition.
Things to Avoid: Do not apply incorrect defaults."
The system shall provide an open source integration platform to build interfaces to Billing/Practice Management systems,The system shall be able to identify all patients on a specific medication,"Definition: In this task, identify all patients currently on a specified medication.
Emphasis & Caution: Use the correct medication criteria.
Things to Avoid: Do not include patients not on the medication."
The system shall allow complete order sets to be predefined and personalized,The system shall provide the ability to print and electronically fax prescriptions,"Definition: In this task, print prescriptions and send prescriptions via electronic fax.
Emphasis & Caution: Ensure correct destination and format.
Things to Avoid: Do not send to the wrong recipient."
The system shall provide an option to so a user can quickly set up orders for frequently placed orders,The system shall provide the ability to audit the date/time and user of each instance when a patient chart is printed by the system,"Definition: In this task, audit and record the date, time, and user each time a patient chart is printed.
Emphasis & Caution: Every print event must be logged.
Things to Avoid: Do not allow unlogged prints."
The system shall allow users to enter time in several different formats,The HIE SHALL have the ability to Respond to a request for a prescription change from a pharmacy using NCPDP Script 8.1 (RXCHG,"Definition: In this task, respond to pharmacy requests for prescription changes using NCPDP Script 8.1 RXCHG.
Emphasis & Caution: Use the correct standard and message type.
Things to Avoid: Do not respond using an incorrect format."
The system shall include Standard Laboratory and Medication orderable files,The system shall provide the ability to identify the identity of the cosigning author of a note and record the date and time of original author and identity of signature,"Definition: In this task, record the cosigning author of a note and the date and time of original authoring and signatures.
Emphasis & Caution: Preserve accurate authorship and timestamps.
Things to Avoid: Do not overwrite signature history."
The system shall require a user to review and sign changed if a user has just entered orders or documents that are unsigned,The system shall have the ability to provide access to patient-specific test and procedure instructions that can be customized by the physician or health organization these instructions are to be given to the patient. These instructions may reside within the system or be provided through links to external sources,"Definition: In this task, provide patient-specific test and procedure instructions customized by the physician or organization.
Emphasis & Caution: Instructions must match the correct patient.
Things to Avoid: Do not show generic or wrong-patient instructions."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall allow authorized users to update the directory,"Definition: In this task, allow authorized users to update the directory.
Emphasis & Caution: Verify user authorization.
Things to Avoid: Do not allow unauthorized updates."
The system shall update diagnostic and procedure codes used for billing purposes so codes are applicable at the time the service was provided,The system shall provide the ability to display the associated problem or diagnosis (indication) on the printed prescription,"Definition: In this task, display the associated problem or diagnosis on printed prescriptions.
Emphasis & Caution: Ensure the diagnosis matches the prescription.
Things to Avoid: Do not print incorrect indications."
The system shall use patient lists allow a person to quickly locate patients without going through all the patients in the list,The system shall provide the ability to query for a patient by more than one form of identification,"Definition: In this task, search for a patient using multiple forms of identification.
Emphasis & Caution: Confirm identifiers belong to the same patient.
Things to Avoid: Do not merge different patients."
The system shall only auto-select(highlights in blue and places that entry in the field) a patient name if the user types enough characters to uniquely identify a name in the list,The system shall provide the ability to permit an ordering clinician to forward all (current and future) expiring order notifications to another clinician,"Definition: In this task, allow an ordering clinician to forward all expiring order notifications to another clinician.
Emphasis & Caution: Apply forwarding to both current and future notifications.
Things to Avoid: Do not forward to unauthorized clinicians."
The system shall improve accessibility of online clinical information and results,The system shall provide the ability to configure orders within order sets with default order details,"Definition: In this task, configure orders in order sets with predefined default details.
Emphasis & Caution: Defaults must align with the order set.
Things to Avoid: Do not apply incorrect defaults."
The system will provide the ability to register patients of all types,The system shall relate medication allergies to medications to facilitate allergy checking decision support for medication orders,"Definition: In this task, link medication allergies to medications for allergy checking support.
Emphasis & Caution: Allergy data must be accurate.
Things to Avoid: Do not ignore known allergies."
The system shall provide an open source integration platform to build interfaces to Billing/Practice Management systems,The system shall provide the ability to re-print and re-fax prescriptions,"Definition: In this task, re-print and re-fax existing prescriptions.
Emphasis & Caution: Use the original prescription details.
Things to Avoid: Do not alter prescription content."
The system shall indicate that the record is sensitive and may only be viewed by authorized users,The system shall provide the ability to receive,"Definition: In this task, receive required data as specified by the system.
Emphasis & Caution: Validate received data.
Things to Avoid: Do not accept incomplete data."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall provide the ability to identify the identity of the cosigning author of a note and record the date and time of original author and identity of signature,"Definition: In this task, record the cosigning author and the date, time, and identity of original signatures.
Emphasis & Caution: Preserve complete signature history.
Things to Avoid: Do not overwrite signature records."
The system shall use patient lists allow a person to quickly locate patients without going through all the patients in the list,The system shall provide the ability to send a query to coordinate patient identification,"Definition: In this task, send a query to coordinate patient identification.
Emphasis & Caution: Use correct patient identifiers.
Things to Avoid: Do not send mismatched identifiers."
The system shall allow creation of personalized templates to fit the specific needs of individual practices,The system shall relate medication allergies to medications to facilitate allergy checking decision support for medication orders,"Definition: In this task, link medication allergies to medications for allergy checking support.
Emphasis & Caution: Keep allergy links up to date.
Things to Avoid: Do not bypass allergy checks."
The system shall allow a user to foward notification to someone else at the site,The system shall provide the ability to select order details including strength,"Definition: In this task, identify whether the system allows users to select order details, including strength.
Emphasis & Caution: Confirm that strength selection is explicitly supported.
Things to Avoid: Do not assume selection without clear evidence."
The system shall allow document types to inherit authorizations from a higher level when using classes to assign roles,The system shall provide the ability to filter or sort results by type of test and test date,"Definition: In this task, verify that the system can filter or sort results by test type and test date.
Emphasis & Caution: Both filtering and sorting must be supported.
Things to Avoid: Do not include unrelated sorting criteria."
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature,The system shall capture demographic information as part of the patient record. Demographic information,"Definition: In this task, determine whether the system captures demographic information within the patient record.
Emphasis & Caution: Demographic data must be part of the official patient record.
Things to Avoid: Do not count external or temporary data capture."
The system shall indicate problems with inactive codes have the ?#? symbol in the status column,The system shall send Current Medication List and Discharge Medications (patient home medications and medications prescribed upon discharge) to outpatient documentation sources (e.g.,"Definition: In this task, check if the system sends current and discharge medication lists to outpatient documentation sources.
Emphasis & Caution: Include both home medications and discharge prescriptions.
Things to Avoid: Do not include inpatient-only medication data."
