High_Requirements,Low_Requirements,Instruction
Each MODIS standard data product allocation be produced within load and volume data processing the shall shown in Table B-1.,"Shall create ECS_standard_global_metadata and Level1A_data for each metadata MODISL1A_specific_global_metadata product, using Level0_open_metadata and selected in contained completed MODIS_scan.","Definition: In this task, create ECS standard global metadata and Level 1A data for each MODISL1A-specific global metadata product using Level 0 open metadata and selected completed MODIS scan metadata.
Emphasis & Caution: Use only completed and selected metadata sources.
Things to Avoid: Do not use incomplete scan data."
Each software process shall perform quality checks on the input and output data and report on the degree to which the product conforms to instrument or science data accuracy specifications.,Shall detect corrupt converted_instrument_scan_data.converted_mirror_encoder_data.,"Definition: In this task, detect corrupt converted instrument scan data, including converted mirror encoder data.
Emphasis & Caution: Corruption detection must be explicit.
Things to Avoid: Do not ignore corrupted data."
Each MODIS standard product shall the MODIS product file name for all input product files as ECS archive metadata.,The L1A/Geolocation software shall use all applicable mandatory SDPTK 5.2 and any SDPTK routines that are,"Definition: In this task, use all applicable mandatory SDPTK 5.2 routines and any suitable SDPTK routines in the L1A/Geolocation software.
Emphasis & Caution: Mandatory routines are required.
Things to Avoid: Do not omit required SDPTK routines."
Each Software process shall handle input data sets with the following error attributes: Wrong format input files.,generate data_input_status_messages if errors are encountered in reading Level_1B_Data.,"Definition: In this task, generate data_input_status_messages when errors occur while reading Level 1B data.
Emphasis & Caution: Trigger messages only on read errors.
Things to Avoid: Do not generate messages without errors."
"A MODIS Computer Software Configuration (CSCI) is any independently tracked and configured unit of software within the MODIS S/W, including processes, scripts, and utility libraries. within the MODIS SDP S/W employ the Earth Science Data and Information System (ESDIS)-supplied SDPTK mandatory functions to access the DAAC production environment and services.",The L1A/Geolocation software shall use all applicable mandatory SDPTK 5.2 routines and any additional SDPTK routines that are useful.,"Definition: In this task, use all applicable mandatory SDPTK 5.2 routines and any additional useful SDPTK routines in the L1A/Geolocation software.
Emphasis & Caution: Mandatory SDPTK 5.2 routines must be included.
Things to Avoid: Do not replace or bypass required routines."
"A MODIS Computer Software Item (CSCI) is any independently tracked and configured unit of software within the MODIS SDP S/W, including processes, scripts, utility libraries. Each CSCI shall be coded according to specified in the MODIS Software Development Standards and Guidelines, SDST-022 .",The L1A/Geolocation software shall follow the coding standards established by the MODIS project in MODIS Software Development Standards,"Definition: In this task, follow MODIS Software Development Standards when implementing the L1A/Geolocation software.
Emphasis & Caution: Full compliance with coding standards is required.
Things to Avoid: Do not apply non-MODIS coding standards."
"Each MODIS standard product shall contain ECS core metadata, the content and format of which are specified in DID 311.",It should be verified that the Spacecraft_indicator contained in Level1A_Parameters is consistent with the Spacecraft_indicator in the Level 0 file header.,"Definition: In this task, verify that the Spacecraft Indicator in Level 1A parameters matches the Spacecraft Indicator in the Level 0 file header.
Emphasis & Caution: Indicators must be consistent.
Things to Avoid: Do not allow mismatched indicators."
Each MODIS standard data product shall be generated within the data volume and processing load distribution shown in Table B-1.,"Processes input datasets with the following nominal properties: * Time transformations, including Greenwich meridian crossing, leap year, beginning of year, start of millennium and/or not starting data collection on granular boundaries. * Intra-granular Terminator crossings, International Date Line crossings and/or Earth poles. Day, night or mixed mode data.","Definition: In this task, process input datasets with nominal properties covering time transformations, boundary crossings, and day, night, or mixed mode data.
Emphasis & Caution: Correctly handle all listed edge cases.
Things to Avoid: Do not ignore temporal or spatial transitions."
"A MODIS Computer Software Configuration Item (CSCI) is any independently tracked and configured software unit within MODIS SDP S/W, including processes, scripts, and utility libraries. Each CSCI within the MODIS SDP S/W system should use the SDPTK mandatory functionality provided by the Earth Science Data and Information System (ESDIS) to access the DAAC production environment and services.",ECS_standard_global_metadata and MODISL1A_specific_global_metadata should be created for each completed Level1A_data product using selected metadata contained in Level0_open_metadata and MODIS_scan.,"Definition: In this task, create ECS standard global metadata and MODISL1A-specific global metadata for each completed Level 1A data product using selected metadata from Level 0 open metadata and MODIS scan.
Emphasis & Caution: Apply this to every completed Level 1A product.
Things to Avoid: Do not use unselected or incomplete metadata."
"A MODIS Computer Software Configuration Item (CSCI) is any independently tracked and configured software unit within MODIS SDP S/W, including processes, scripts, and utility libraries. Each CSCI within the MODIS SDP S/W system should use the SDPTK mandatory functionality provided by the Earth Science Data and Information System (ESDIS) to access the DAAC production environment and services.",L1A/Geolocation software should use all applicable mandatory SDPTK 5.2 routines and any other useful SDPTK routines.,"Definition: In this task, use all applicable mandatory SDPTK 5.2 routines and any other useful SDPTK routines in the L1A/Geolocation software.
Emphasis & Caution: Mandatory SDPTK 5.2 routines are required.
Things to Avoid: Do not skip required routines."
"PGE is a script that executes one or more MODIS software processes within the Greenwich Meridian ECS environment. Each PGE shall provide one or more sets of generation rules that specify the input, output, and activation conditions of the PGE.","If the calculated packet checksum is different from the packet_checksum in MODIS_pkt, _current_packet_processing should be aborted.","Definition: In this task, abort current packet processing when the calculated packet checksum differs from the checksum in MODIS_pkt.
Emphasis & Caution: Stop processing immediately on mismatch.
Things to Avoid: Do not continue processing after a checksum error."
