High_Requirements,Low_Requirements,Instruction
"Show Resource Utilization (underused or overused person);Tasks may be assigned to persons and it should be indicated if a person receives more tasks than he/she is able to handle (e.g., the person hours per  task for all tasks exceeds the allowed 8 hours a day) or if the person is not available due to holidays or vacation days. it should also be indicated if the person is under-utilized in that he/she is working less than the 8 hours a day.",The class for holidays provides functions to get the start date and the finish date. The class also provides function to check if a special date is in holiday.,"Definition: In this task, implement a Holiday class with methods to get start date, finish date, and check if a date is a holiday.
Emphasis & Caution: Date checks must handle any given date correctly.
Things to Avoid: Do not omit required holiday methods."
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).",GUI should able to provide ability to change start/end date of a task.,"Definition: In this task, enable the GUI to allow users to change a task＊s start and end dates.
Emphasis & Caution: Both dates must be editable via the GUI.
Things to Avoid: Do not restrict editing to one date only."
Add/Remove Holidays and Vacation Days;Holidays and vacation days are properties of persons (resources). changing this information also changes the availability of a person on certain days.,GUI needs to provide ability to display critical path and make the changes affecting critical path updated.,"Definition: In this task, enable the GUI to display the critical path and update it when changes affect it.
Emphasis & Caution: Critical path updates must be automatic after changes.
Things to Avoid: Do not display outdated critical paths."
"Handle Milestones; A milestone is a special task. Whereas a task typically has a timeframe specified (the time needed to complete the task), a milestone is typically an event. For example, the release date of a software is an event rather than a timeframe.",A GUI class of graphic area provides a function to draw dependency. The function uses an object of the task manager to add dependencies.1,"Definition: In this task, implement a graphic area GUI function to draw dependencies using a TaskManager object.
Emphasis & Caution: Dependencies must be added through the TaskManager.
Things to Avoid: Do not bypass the manager when adding dependencies."
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).",GUI should able to provide ability to change task name. ,"Definition: In this task, enable the GUI to allow users to change the task name.
Emphasis & Caution: Name changes must update the underlying task data.
Things to Avoid: Do not allow empty or unsaved task names."
Delete Resources (person); Delete a person and all its associated information such as dependencies to all tasks the person is supposed to work on.,GUI needs to provide ability to change length of a task.,"Definition: In this task, enable the GUI to allow users to change the length of a task.
Emphasis & Caution: Task duration changes must update task data immediately.
Things to Avoid: Do not keep old duration values."
"Maintain Resource Properties;A resource has a range of properties, including name and holidays",A GUI provides interface and functions to edit the properties of objects of the human resource class.,"Definition: In this task, provide a GUI to edit properties of HumanResource objects.
Emphasis & Caution: All editable properties must be accessible through the GUI.
Things to Avoid: Do not modify resources without the GUI."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,The task manager class uses an object of dependency collection class to manage dependencies.,"Definition: In this task, manage task dependencies in the TaskManager class using a DependencyCollection object.
Emphasis & Caution: Dependency logic must be handled by the collection.
Things to Avoid: Do not manage dependencies directly in TaskManager."
Delete Resources (person); Delete a person and all its associated information such as dependencies to all tasks the person is supposed to work on.,An assignment of a resource to a task is captured as a relationship.,"Definition: In this task, record the assignment of a resource to a task as a relationship.
Emphasis & Caution: Each assignment must be explicitly stored as a relationship.
Things to Avoid: Do not assign resources without tracking the relationship."
Change Task Begin/End Times manually with user changes; Change the start or end date either by editing its properties or by dragging-and-dropping the bar in the GUI.,Using GUI user should be able to change the length of a task by dragging-and-dropping the bar on the GUI.,"Definition: In this task, allow users to change task duration by drag-and-dropping the task bar in the GUI.
Emphasis & Caution: Drag actions must correctly recalculate task length.
Things to Avoid: Do not require manual duration input."
Change Task Begin/End Times manually with user changes; Change the start or end date either by editing its properties or by dragging-and-dropping the bar in the GUI.,GUI needs to provide ability to assign task to persons.,"Definition: In this task, enable the GUI to assign tasks to persons.
Emphasis & Caution: Assignments must link tasks and persons correctly.
Things to Avoid: Do not create unlinked or partial assignments."
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).",GUI should able to provide ability to set progress on a task.,"Definition: In this task, enable the GUI to set and update task progress.
Emphasis & Caution: Progress values must be saved to the task.
Things to Avoid: Do not allow invalid progress values."
Show Critical Path; The critical path indicates which tasks will cause project delays if they are delayed.,The system should be able to evaluate critical path in a project.,"Definition: In this task, implement logic to evaluate the critical path of a project.
Emphasis & Caution: Critical path must reflect current task data.
Things to Avoid: Do not use outdated task information."
Delete Tasks; Delete an existing task and all its associated information such as links to other tasks or knowledge on what resources are supposed to work on them.,Milestone is a task with no duration. It has only time point of occurrence.,"Definition: In this task, treat a milestone as a task with zero duration and a single time point.
Emphasis & Caution: Milestones must not have any duration.
Things to Avoid: Do not assign length to milestones."
Change Task Begin/End Times automatically with dependency changes;The start or end date should be changed automatically if links among tasks are changed,To remove tasks as subtasks a method which dedent selected task nodes in GUI so that they will not be subtasks of their original parents tasks is used. The task tree model provides methods to remove relationship between selected tasks and their original parents and add relationship between selected tasks and their new parents.,"Definition: In this task, implement a method to dedent selected tasks in the GUI and update parent-child relationships in the task tree model.
Emphasis & Caution: Remove old parent links and add new parent links correctly.
Things to Avoid: Do not leave tasks linked to incorrect parents."
Add/Remove Resources to Tasks Dependencies;Dependencies between tasks and resources indicate the resources who are supposed to complete a task. Each task could be worked on by multiple persons and each person could work on multiple tasks. Dependencies may also be annotated to capture how many hours each person is supposed to work on a task on a daily basis.,The class of task uses an object of the assignments collection class to manage its assignments.,"Definition: In this task, manage task assignments in the Task class using an AssignmentsCollection object.
Emphasis & Caution: All assignment operations must go through the collection.
Things to Avoid: Do not store assignments directly in the task."
Delete Tasks; Delete an existing task and all its associated information such as links to other tasks or knowledge on what resources are supposed to work on them.,Milestone should be displayed visually differently from regular tasks.,"Definition: In this task, display milestones visually differently from regular tasks in the GUI.
Emphasis & Caution: The visual difference must be clearly recognizable.
Things to Avoid: Do not render milestones the same as normal tasks."
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).",GUI needs to provide ability to assign persons to tasks.,"Definition: In this task, enable the GUI to assign persons to tasks.
Emphasis & Caution: Assignments must correctly link persons and tasks.
Things to Avoid: Do not create incomplete assignments."
Delete Resources (person); Delete a person and all its associated information such as dependencies to all tasks the person is supposed to work on.,A collection of resource assignments is used to manage the relationships between multiple human resources and a single task. It contains multiple objects of the human resource assignment class. The collection provides functions to add and remove human resource assignments.,"Definition: In this task, implement a ResourceAssignmentsCollection to manage multiple human resource assignments for a single task.
Emphasis & Caution: The collection must support adding and removing assignments.
Things to Avoid: Do not manage assignments outside the collection."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,The Task class provides a public method SetDuration() which allows to specify the duration of the task. As input argument the method takes an object of TaskLength class,"Definition: In this task, implement a public SetDuration() method in the Task class using a TaskLength object as input.
Emphasis & Caution: The method must accept only a TaskLength object.
Things to Avoid: Do not use primitive duration types."
"Show Resource Utilization (underused or overused person);Tasks may be assigned to persons and it should be indicated if a person receives more tasks than he/she is able to handle (e.g., the person hours per  task for all tasks exceeds the allowed 8 hours a day) or if the person is not available due to holidays or vacation days. it should also be indicated if the person is under-utilized in that he/she is working less than the 8 hours a day.",The manager of task hierarchy provides a method to move a task node to a specific position.,"Definition: In this task, provide a method in the task hierarchy manager to move a task node to a specific position.
Emphasis & Caution: The move must update the hierarchy correctly.
Things to Avoid: Do not break parent-child relationships."
Change Task Begin/End Times automatically with dependency changes;The start or end date should be changed automatically if links among tasks are changed,GUI should able to provide ability to change start/end date of a task.,"Definition: In this task, enable the GUI to allow users to change a task＊s start and end dates.
Emphasis & Caution: Both dates must be editable.
Things to Avoid: Do not restrict date changes to one field."
"Show Resource Utilization (underused or overused person);Tasks may be assigned to persons and it should be indicated if a person receives more tasks than he/she is able to handle (e.g., the person hours per  task for all tasks exceeds the allowed 8 hours a day) or if the person is not available due to holidays or vacation days. it should also be indicated if the person is under-utilized in that he/she is working less than the 8 hours a day.",When deleting a task the GanttProject class calls AdjustTaskBoundsAlgorithm and passes the parent of the deleted task as a parameter. The AdjustTaskBoundsAlgorithm takes care of handling and releasing resources associated with the deleted task. ,"Definition: In this task, ensure GanttProject calls AdjustTaskBoundsAlgorithm with the deleted task＊s parent to release associated resources.
Emphasis & Caution: The parent task must be passed as the parameter.
Things to Avoid: Do not skip resource cleanup."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,A dependency class contains a dependant task and a dependee task. It provides functions to get the dependant task and the dependee task. The dependency class also contains constraint to show the constraint of the dependency. ,"Definition: In this task, implement a Dependency class that stores dependant task, dependee task, and dependency constraint with getter methods.
Emphasis & Caution: Both tasks and the constraint must be accessible.
Things to Avoid: Do not omit any dependency component."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,The class for holidays provides functions to get the start date and the finish date. The class also provides a function to check if a special date is in holiday.,"Definition: In this task, implement a Holiday class with methods to get start date, finish date, and check if a date is within a holiday.
Emphasis & Caution: Date checking must work for any special date.
Things to Avoid: Do not exclude required holiday methods."
Add/Remove Resources to Tasks Dependencies;Dependencies between tasks and resources indicate the resources who are supposed to complete a task. Each task could be worked on by multiple persons and each person could work on multiple tasks. Dependencies may also be annotated to capture how many hours each person is supposed to work on a task on a daily basis.,A GUI class of graphic area provides function to draw dependency. The function uses an object of task manager to add dependencies.,"Definition: In this task, implement a GUI graphic-area function to draw task dependencies using a task manager to add the dependencies.
Emphasis & Caution: Ensure dependencies are added only through the task manager object.
Things to Avoid: Do not create dependencies without the task manager."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,To add tasks as subtasks a method which indent the selected task nodes in GUI and change them to be subtasks is used. A manager of task hierarchy provides functions to update the relationship between tasks.,"Definition: In this task, implement a method to indent selected task nodes in the GUI to convert them into subtasks and update hierarchy via the task hierarchy manager.
Emphasis & Caution: Update parent每child relationships consistently through the hierarchy manager.
Things to Avoid: Do not modify task hierarchy directly in the GUI without the manager."
Change Task Begin/End Times automatically with dependency changes;The start or end date should be changed automatically if links among tasks are changed,A GUI class of graphic area provides function to draw dependency. The function uses an object of task manager to add dependencies.,"Definition: In this task, implement a GUI graphic-area function to draw task dependencies using a task manager to add the dependencies.
Emphasis & Caution: Ensure dependencies are added only through the task manager object.
Things to Avoid: Do not create dependencies without the task manager."
Delete Tasks; Delete an existing task and all its associated information such as links to other tasks or knowledge on what resources are supposed to work on them.,"To delete a task from the Calendar the GanttProject class call delete method and supplied TaskId paramenter. The adjustment of allocated resources and links to other tasks takes place through interfacing with the following classes DefaultMutableTreeNode, GanttTreeTableNode, TaskNode, and AdjustTaskBoundsAlgorithm.","Definition: In this task, delete a task from the calendar by calling the delete method with a TaskId and adjust resources and links via the specified classes.
Emphasis & Caution: Ensure resource allocations and task links are recalculated using DefaultMutableTreeNode, GanttTreeTableNode, TaskNode, and AdjustTaskBoundsAlgorithm.
Things to Avoid: Do not delete a task without updating related resources and links."
Add/Remove Holidays and Vacation Days;Holidays and vacation days are properties of persons (resources). changing this information also changes the availability of a person on certain days.,A GUI class of task property provides interface and functions to add and remove human resource assignments.,"Definition: In this task, implement GUI task-property interfaces to add and remove human resource assignments.
Emphasis & Caution: Keep assignment state synchronized with the underlying data model.
Things to Avoid: Do not allow inconsistent or duplicate assignments."
Delete Resources (person); Delete a person and all its associated information such as dependencies to all tasks the person is supposed to work on.,GUI needs to provide ability to delete resources from a project.,"Definition: In this task, provide GUI functionality to delete resources from a project.
Emphasis & Caution: Confirm deletion affects project-wide data correctly.
Things to Avoid: Do not remove resources only visually without data updates."
Delete Resources (person); Delete a person and all its associated information such as dependencies to all tasks the person is supposed to work on.,"When a resource is removed, all the tasks where the resource is assigned need to be updated. ","Definition: In this task, update all tasks assigned to a resource when that resource is removed.
Emphasis & Caution: Ensure no task retains references to the removed resource.
Things to Avoid: Do not leave stale resource assignments."
Prevent Circular Dependencies;Links among tasks may not be circular in that task 1 cannot depend on task 2 if task 2 already depends on task 1.,A human resource assignment class is used to represent the relationship between one task and one human resource. The class provides functions to get the task and the human resource. ,"Definition: In this task, implement a human resource assignment class representing the link between one task and one human resource with accessors for both.
Emphasis & Caution: Maintain a one-to-one task每resource relationship per assignment instance.
Things to Avoid: Do not mix multiple tasks or resources in a single assignment."
Prevent Circular Dependencies;Links among tasks may not be circular in that task 1 cannot depend on task 2 if task 2 already depends on task 1.,The Task class provides a public method SetDuration() which allows to specify the duration of the task. As input argument the method takes an object of TaskLength class,"Definition: In this task, implement the Task.SetDuration() public method to set task duration using a TaskLength object.
Emphasis & Caution: Accept only TaskLength objects as input.
Things to Avoid: Do not set duration using primitive values or invalid types."
Delete Resources (person); Delete a person and all its associated information such as dependencies to all tasks the person is supposed to work on.,Application needs to keep track of subtasks in a task.,"Definition: In this task, track and maintain subtasks within a task.
Emphasis & Caution: Ensure subtask relationships remain consistent during updates.
Things to Avoid: Do not lose or misassign subtasks during task changes."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,A human resource assignment class is used to represent the relationship between one task and one human resource. The class provides functions to get the task and the human resource. ,"Definition: In this task, implement a human resource assignment class that represents the link between one task and one human resource and provides getters for both.
Emphasis & Caution: Ensure each assignment maps exactly one task to one resource.
Things to Avoid: Do not allow multiple tasks or resources in a single assignment."
Change Task Begin/End Times automatically with dependency changes; The start or end date should be changed automatically if one of its subtasks changes.,A dependency class contains a dependant task and a dependee task. It provides functions to get the dependant task and the dependee task. The dependency class also contains constraint to show the constraint of the dependency. ,"Definition: In this task, implement a dependency class that stores a dependant task, a dependee task, and the dependency constraint, with getters for each.
Emphasis & Caution: Correctly distinguish dependant and dependee roles.
Things to Avoid: Do not omit or misassign the constraint."
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).",The class of dependency collection provides a function to check if the new dependency will cause a loop each time a object of dependency class is created. The function returns an exception if there is a loop. ,"Definition: In this task, implement a dependency collection check that detects loops when a new dependency is created and throws an exception if a loop exists.
Emphasis & Caution: Always validate before adding the dependency.
Things to Avoid: Do not allow circular dependencies."
Prevent Circular Dependencies;Links among tasks may not be circular in that task 1 cannot depend on task 2 if task 2 already depends on task 1.,"Every time Start/End time for a subtask changes, the start/end time for the parent task need to change accordingly.","Definition: In this task, update the parent task＊s start and end time whenever a subtask＊s start or end time changes.
Emphasis & Caution: Parent time must always reflect all subtasks.
Things to Avoid: Do not update subtasks based on parent changes here."
Delete Resources (person); Delete a person and all its associated information such as dependencies to all tasks the person is supposed to work on.,To add tasks as subtasks a method which indent the selected task nodes in GUI and change them to be subtasks is used. A manager of task hierarchy provides functions to update the relationship between tasks.,"Definition: In this task, implement a GUI method to indent selected task nodes to become subtasks and update relationships using the task hierarchy manager.
Emphasis & Caution: Use the hierarchy manager for all relationship updates.
Things to Avoid: Do not change hierarchy directly in the GUI."
"Show Resource Utilization (underused or overused person);Tasks may be assigned to persons and it should be indicated if a person receives more tasks than he/she is able to handle (e.g., the person hours per  task for all tasks exceeds the allowed 8 hours a day) or if the person is not available due to holidays or vacation days. it should also be indicated if the person is under-utilized in that he/she is working less than the 8 hours a day.","To delete a task from the Calendar the GanttProject class call delete method and supplied TaskId paramenter. The adjustment of allocated resources and links to other tasks takes place through interfacing with the following classes DefaultMutableTreeNode, GanttTreeTableNode, TaskNode, and AdjustTaskBoundsAlgorithm.","Definition: In this task, delete a task from the calendar by calling the GanttProject delete method with a TaskId and update resources and links via the specified classes.
Emphasis & Caution: Ensure all related resources and links are adjusted.
Things to Avoid: Do not delete a task without recalculating dependencies."
Add/Remove Resources to Tasks Dependencies;Dependencies between tasks and resources indicate the resources who are supposed to complete a task. Each task could be worked on by multiple persons and each person could work on multiple tasks. Dependencies may also be annotated to capture how many hours each person is supposed to work on a task on a daily basis.,A GUI class uses an object of resource tree table model class to display the resource tree. The resource tree table model provides functions build subtrees based on dependencies.,"Definition: In this task, display the resource tree in the GUI using a resource tree table model that builds subtrees based on dependencies.
Emphasis & Caution: Build subtrees strictly from dependency data.
Things to Avoid: Do not hardcode the resource tree structure."
"Show Resource Utilization (underused or overused person);Tasks may be assigned to persons and it should be indicated if a person receives more tasks than he/she is able to handle (e.g., the person hours per  task for all tasks exceeds the allowed 8 hours a day) or if the person is not available due to holidays or vacation days. it should also be indicated if the person is under-utilized in that he/she is working less than the 8 hours a day.",A GUI of task property provides interface and functions to add and remove human resource assignments by using an object of the resource assignments collection class.,"Definition: In this task, implement GUI task-property functions to add and remove human resource assignments using the resource assignment collection object.
Emphasis & Caution: Keep GUI actions synchronized with the collection.
Things to Avoid: Do not modify assignments outside the collection."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,To create a new task an object of TaskManager class is passed to the class constructor. The TaskManager in its turn takes care of a resource allocation using ResourceAssignmentCollection class. ,"Definition: In this task, create new tasks by passing a TaskManager to the constructor, letting it handle resource allocation via ResourceAssignmentCollection.
Emphasis & Caution: Always use TaskManager for allocation logic.
Things to Avoid: Do not allocate resources directly in the task."
Add/Remove Resources to Tasks Dependencies;Dependencies between tasks and resources indicate the resources who are supposed to complete a task. Each task could be worked on by multiple persons and each person could work on multiple tasks. Dependencies may also be annotated to capture how many hours each person is supposed to work on a task on a daily basis.,The load distribution class provides functions to calculate the distribution based on tasks and human resources. The functions uses the task manager.,"Definition: In this task, calculate load distribution based on tasks and human resources using the load distribution class and the task manager.
Emphasis & Caution: Use task manager data as the single source of truth.
Things to Avoid: Do not compute distribution without the task manager."
"Maintain Resource Properties;A resource has a range of properties, including name and holidays",The task manager class uses an object of dependency collection class to manage dependencies.,"Definition: In this task, use a dependency collection object inside the task manager to manage task dependencies.
Emphasis & Caution: Use the dependency collection as the single manager of dependencies.
Things to Avoid: Do not manage dependencies outside the collection."
Create Resources (person);GanttProject supports Persons as resources. Persons have names and holidays or vacation days. Persons can be assigned to work on tasks.,A collection of resource assignments is used to manage the relationships between multiple human resources and a single task. It contains multiple objects of the human resource assignment class. The collection provides functions to add and remove human resource assignments.,"Definition: In this task, implement a resource assignment collection to manage multiple human resources for one task with add and remove functions.
Emphasis & Caution: Store only human resource assignment objects in the collection.
Things to Avoid: Do not link resources to tasks without the collection."
Change Task Begin/End Times manually with user changes; Change the start or end date either by editing its properties or by dragging-and-dropping the bar in the GUI.,The class of task uses an object of the assignments collection class to manage its assignments.,"Definition: In this task, manage task assignments by using an assignments collection object inside the Task class.
Emphasis & Caution: Keep all assignment logic within the collection.
Things to Avoid: Do not store assignments directly in the Task class."
Change Task Begin/End Times automatically with dependency changes;The start or end date should be changed automatically if links among tasks are changed,The Task class provides a public method SetEnd() which allows to specify starting date for the task. As input argument the method takes an object of GanttCalendar class.,"Definition: In this task, implement the Task.SetEnd() public method to set the task date using a GanttCalendar object.
Emphasis & Caution: Accept only GanttCalendar as input.
Things to Avoid: Do not use primitive date values."
"Add/Remove Task links; Tasks can be linked with one another to indicate the sequence in which they have to be performed. For example, if there is a link from task 1 to task 2 then task 2 can only be started after task 1 is completed. The start date of task 2 must thus be after the end date of task 1.",The start and end dates for the graph can be either flexible or rigid for the purpose of adjusting and fixing potential collisions. ,"Definition: In this task, support flexible and rigid start and end dates for graph collision adjustment.
Emphasis & Caution: Clearly distinguish flexible versus rigid behavior.
Things to Avoid: Do not treat all dates as fixed."
"Maintain task properties;  Edit and update task properties including start and end date, name, or progress(% complete).",A collection of resource assignments is used to manage the relationships between multiple human resources and a task. It contains multiple objects of the human resource assignment class. The collection provides functions to add and remove human resource assignments.,"Definition: In this task, implement a resource assignment collection to manage multiple human resources for a task with add and remove functions.
Emphasis & Caution: Maintain consistency between the task and its assignments.
Things to Avoid: Do not allow orphan assignments."
Change Task Begin/End Times manually with user changes; Change the start or end date either by editing its properties or by dragging-and-dropping the bar in the GUI.,GUI needs to provide ability to change length of a task.,"Definition: In this task, provide GUI functionality to change the length of a task.
Emphasis & Caution: Ensure GUI changes update the underlying task data.
Things to Avoid: Do not change length only visually."
Add/Remove Resources to Tasks Dependencies;Dependencies between tasks and resources indicate the resources who are supposed to complete a task. Each task could be worked on by multiple persons and each person could work on multiple tasks. Dependencies may also be annotated to capture how many hours each person is supposed to work on a task on a daily basis.,A GUI class of task property provides interface and functions to add and remove human resource assignments.,"Definition: In this task, implement GUI task-property interfaces to add and remove human resource assignments.
Emphasis & Caution: Synchronize GUI actions with assignment data.
Things to Avoid: Do not bypass assignment management logic."
"Show Resource Utilization (underused or overused person);Tasks may be assigned to persons and it should be indicated if a person receives more tasks than he/she is able to handle (e.g., the person hours per  task for all tasks exceeds the allowed 8 hours a day) or if the person is not available due to holidays or vacation days. it should also be indicated if the person is under-utilized in that he/she is working less than the 8 hours a day.",GUI needs to provide ability to show is a person is  underutilized and overbooked.,"Definition: In this task, display whether a person is underutilized or overbooked in the GUI.
Emphasis & Caution: Base status on accurate workload data.
Things to Avoid: Do not show status without calculation."
Add/Remove Holidays and Vacation Days;Holidays and vacation days are properties of persons (resources). changing this information also changes the availability of a person on certain days.,"There is a class to represent holiday. The holiday class provides functions to set the begin date and the end date of the holiday, to check if a date is in the holiday, and to get the duration of the holiday.","Definition: In this task, implement a holiday class to set begin and end dates, check date inclusion, and return holiday duration.
Emphasis & Caution: Ensure date range checks are inclusive as defined.
Things to Avoid: Do not miscalculate holiday duration."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",The manager of task hierarchy provides a method to move a task node to a specific position.,"Definition: In this task, implement a method in the task hierarchy manager to move a task node to a specified position.
Emphasis & Caution: Preserve hierarchy integrity after moving the node.
Things to Avoid: Do not break parent每child relationships."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.","There is a class to represent holiday. The holiday class provides functions to set the begin date and the end date of the holiday, to check if a date is in the holiday, and to get the duration of the holiday.","Definition: In this task, implement a holiday class to set begin and end dates, check date inclusion, and return holiday duration.
Emphasis & Caution: Ensure correct date range calculations.
Things to Avoid: Do not miscount days in the duration."
Add/Remove Resources to Tasks Dependencies;Dependencies between tasks and resources indicate the resources who are supposed to complete a task. Each task could be worked on by multiple persons and each person could work on multiple tasks. Dependencies may also be annotated to capture how many hours each person is supposed to work on a task on a daily basis.,The system should be able to evaluate critical path in a project.,"Definition: In this task, implement functionality to evaluate the critical path of a project.
Emphasis & Caution: Base evaluation on task dependencies and durations.
Things to Avoid: Do not ignore dependencies."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.","A collection of dependency class is used to manage dependencies. It contains objects of dependency classes and provides functions to create, delete, and get dependencies. ","Definition: In this task, implement a dependency collection to create, delete, and retrieve dependency objects.
Emphasis & Caution: Store only valid dependency objects.
Things to Avoid: Do not manage dependencies outside the collection."
"Handle Milestones; A milestone is a special task. Whereas a task typically has a timeframe specified (the time needed to complete the task), a milestone is typically an event. For example, the release date of a software is an event rather than a timeframe.",Milestone should be displayed visually differently from regular tasks.,"Definition: In this task, display milestones visually differently from regular tasks.
Emphasis & Caution: Ensure the visual distinction is clear.
Things to Avoid: Do not render milestones like normal tasks."
Delete Tasks; Delete an existing task and all its associated information such as links to other tasks or knowledge on what resources are supposed to work on them.,The class of task uses an object of the assignments collection class to manage its assignments.,"Definition: In this task, manage task assignments by using an assignments collection object inside the Task class.
Emphasis & Caution: Centralize assignment logic in the collection.
Things to Avoid: Do not handle assignments directly in the Task."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",Milestone is a task with no duration. It has only time point of occurrence.,"Definition: In this task, represent a milestone as a task with zero duration and a single time point.
Emphasis & Caution: Enforce zero duration strictly.
Things to Avoid: Do not assign duration to milestones."
Add/Remove Holidays and Vacation Days;Holidays and vacation days are properties of persons (resources). changing this information also changes the availability of a person on certain days.,The human resource class provides a function to change the availability of the person based on holidays. ,"Definition: In this task, implement a function in the human resource class to update availability based on holidays.
Emphasis & Caution: Reflect holiday periods accurately.
Things to Avoid: Do not ignore defined holidays."
Show Critical Path; The critical path indicates which tasks will cause project delays if they are delayed.,A GUI class of human resource load distribution uses objects of a load distribution class to capture the hours each person is supposed to work.,"Definition: In this task, use load distribution objects in the GUI to display each person＊s assigned working hours.
Emphasis & Caution: Keep displayed hours consistent with distribution data.
Things to Avoid: Do not calculate hours directly in the GUI."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",To add tasks as subtasks a method which indent the selected task nodes in GUI and change them to be subtasks is used. A manager of task hierarchy provides functions to update the relationship between tasks.,"Definition: In this task, implement a GUI method to indent selected task nodes into subtasks and update relationships using the task hierarchy manager.
Emphasis & Caution: Update hierarchy only through the manager.
Things to Avoid: Do not modify task relationships directly in the GUI."
Change Task Begin/End Times automatically with dependency changes;The start or end date should be changed automatically if links among tasks are changed,The task manager class uses an object of dependency collection class to manage dependencies.,"Definition: In this task, manage task dependencies in the task manager using a dependency collection object.
Emphasis & Caution: Use the dependency collection as the only dependency manager.
Things to Avoid: Do not handle dependencies outside the collection."
Create a new task which typically has a  start date and an end date. Tasks are activities that one or more persons resources are expected to complete in the specified time frame.,A collection of resource assignments is used to manage the relationships between multiple human resources and a single task. It contains multiple objects of the human resource assignment class. The collection provides functions to add and remove human resource assignments.,"Definition: In this task, implement a resource assignment collection to manage multiple human resources for one task with add and remove functions.
Emphasis & Caution: Store only human resource assignment objects.
Things to Avoid: Do not link resources to tasks without the collection."
"Show Resource Utilization (underused or overused person);Tasks may be assigned to persons and it should be indicated if a person receives more tasks than he/she is able to handle (e.g., the person hours per  task for all tasks exceeds the allowed 8 hours a day) or if the person is not available due to holidays or vacation days. it should also be indicated if the person is under-utilized in that he/she is working less than the 8 hours a day.","A collection of dependency class is used to manage dependencies. It contains objects of dependency classes and provides functions to create, delete, and get dependencies. ","Definition: In this task, implement a dependency collection to create, delete, and retrieve dependency objects.
Emphasis & Caution: Maintain consistency of all dependency operations.
Things to Avoid: Do not bypass the collection when managing dependencies."
Prevent Circular Dependencies;Links among tasks may not be circular in that task 1 cannot depend on task 2 if task 2 already depends on task 1.,Milestone should be displayed visually differently from regular tasks.,"Definition: In this task, display milestones visually distinct from regular tasks.
Emphasis & Caution: Ensure the distinction is clearly visible.
Things to Avoid: Do not render milestones the same as normal tasks."
Change Task Begin/End Times manually with user changes; Change the start or end date either by editing its properties or by dragging-and-dropping the bar in the GUI.,"The human resource class contains name, phone, email, and holidays. The class provides functions to set and get these properties. A class is used to represent the holidays. There can be multiple holidays. ","Definition: In this task, implement a human resource class with name, phone, email, and multiple holidays, including setters and getters.
Emphasis & Caution: Use a dedicated holiday class for holidays.
Things to Avoid: Do not store holiday data outside the holiday class."
Change Task Begin/End Times automatically with dependency changes; The start or end date should be changed automatically if one of its subtasks changes.,"The human resource class contains name, phone, email, and holidays. The class provides functions to set and get these properties. A class is used to represent the holidays. There can be multiple holidays. ","Definition: In this task, implement a human resource class with name, phone, email, and multiple holidays, including setters and getters.
Emphasis & Caution: Use a dedicated holiday class for holidays.
Things to Avoid: Do not mix holiday data with other properties."
"Add/Remove Tasks as Subtasks;A task can be made a subtask of another. For example, task 1.1 is a subtask of task 1.",To remove tasks as subtasks a method which dedent selected task nodes in GUI so that they will not be subtasks of their original parents tasks is used. The task tree model provides methods to remove relationship between selected tasks and their original parents and add relationship between selected tasks and their new parents.,"Definition: In this task, implement a GUI method to dedent selected task nodes to remove subtask relationships and reassign parent relationships using the task tree model.
Emphasis & Caution: Update relationships through the task tree model only.
Things to Avoid: Do not modify hierarchy directly in the GUI."
