High_Requirements,Low_Requirements,Instruction
"The libwarc interfaces shall fully encapsulate and internal functionality, isolating by abstraction any tool or application based on libwarc from changes in the internal implementation.","Libwarc shall provide a generic iterator, to enable the developer to iterate over all WARCrecords and create an abstract WARC-document as a simple container","Definition: In this task, confirm libwarc provides a generic iterator over all WARC records to build an abstract container.
Emphasis & Caution: Iterator must cover all records.
Things to Avoid: Partial or record-specific iteration."
Libwarc shall be memory safe and manage dynamic memory internally,"The universal header ""warc.h"" shall provide normalised interfaces to enable developers to create valid and compliant WARC-records, based on the definition in the ""ISO TC 46/SC 4 N 595"" standards document. The interfaces shall be made available to create WARC records of the following types:- ""warinfo""- ""response""- ""request""- ""metadata""- ""revisit""- ""conversion""- ""continuation""- ""resource""","Definition: In this task, verify warc.h provides normalized interfaces to create all specified WARC record types per ISO standards.
Emphasis & Caution: All listed record types must be supported and compliant.
Things to Avoid: Non-standard or missing record types."
"WARC extensions help content will be provided each of the commands ""curl"", ""wget"", and ""httrack""","A set of command line tools and an API incorporating libwarc shall enable the collection of online documents, such as html and embedded files, etc., and write them to valid WARC- records.","Definition: In this task, confirm tools and API collect online content and write valid WARC records.
Emphasis & Caution: Output must be WARC-compliant.
Things to Avoid: Invalid or incomplete records."
WARC Browser shall support a rewriting interface,"Libwarc shall provide an API describing (1) the set of data, and (2) the set of operations that can be performed on the data. The data types shall be abstract (abstract data types - ADT), to ensure independence of concrete implementations.","Definition: In this task, verify libwarc provides an API with abstract data types and defined operations.
Emphasis & Caution: Data types must remain abstract.
Things to Avoid: Exposing concrete implementations."
Dynamic memory management shall be hidden inside libwarc,Libwarc shall allocate minimum memory heap to store WARC-record metadata.,"Definition: In this task, verify that libwarc uses minimal heap memory to store WARC record metadata.
Emphasis & Caution: Memory usage must be minimized.
Things to Avoid: Excessive heap allocation."
"WARC extensions shall be released as a patch to each of the commands ""curl"", ""wget"", and ""httrack"" projects","Extensions to ""HTTrack"", ""wget"" and ""curl"" incorporating libwarc shall be provided as patches to recent and specific versions of each tool, to enable users of the tool to access functionality of libwarc","Definition: In this task, confirm patches extend HTTrack, wget, and curl to access libwarc features.
Emphasis & Caution: Patches must target recent, specific versions.
Things to Avoid: Generic or incompatible patches."
The functionality of the library shall be exposed in such a way as to fit the metaphors and paradigms of the implementation language,"Libwarc and the bindings to its functionality shall enable the use of libwarc's iterators described in SRS 16-20 to be used within various dynamic languages and in Java v1.4 and earlier, using metaphors and paradigms familiar to those languages.","Definition: In this task, ensure libwarc iterators work in dynamic languages and Java ≒1.4 using familiar paradigms.
Emphasis & Caution: Follow idioms of each target language.
Things to Avoid: C-style-only iterator usage."
"Libwarc shall enable combinations of iterators to be used, i.e. composite iterators","Libwarc shall provide a generic iterator, to enable the developer to iterate over all WARCrecords and create an abstract WARC-document as a simple container","Definition: In this task, verify libwarc provides a generic iterator over all WARC records to build an abstract container.
Emphasis & Caution: Iterator must include all records.
Things to Avoid: Partial iteration."
It shall be possible to convert ARC files to WARC files using a command-line tool called "arc2warc","Libwarc shall support multiple compression schemas, loading a specific compressor at runtime as an external shared library.","Definition: In this task, confirm libwarc supports multiple compression schemes via runtime-loaded shared libraries.
Emphasis & Caution: Compressors must be loadable at runtime.
Things to Avoid: Compile-time每only compression support."
Libwarc shall use gzip as the default compression format,The default compression format shall be Gzip,"Definition: In this task, verify that Gzip is the default compression format.
Emphasis & Caution: Gzip must be used unless overridden.
Things to Avoid: Using another format by default."
An independent Java implementation of libwarc may be implemented,"Libwarc shall provide a generic iterator, to enable the developer to iterate over all WARCrecords and create an abstract WARC-document as a simple container","Definition: In this task, confirm libwarc provides a generic iterator over all WARC records as a simple container.
Emphasis & Caution: Iterator behavior must be generic.
Things to Avoid: Record-specific iteration logic."
"The libwarc interfaces shall fully encapsulate and internal functionality, isolating by abstraction any tool or application based on libwarc from changes in the internal implementation.",WARC Browser shall support a client-side rewriting interface by using javascript code to rewrite links being delivered alongside archived content. This is based on the principles implemented in the Wayback Machine.,"Definition: In this task, verify the WARC Browser rewrites links client-side using JavaScript.
Emphasis & Caution: Rewriting must follow Wayback Machine principles.
Things to Avoid: Server-side-only link rewriting."
It shall be possible to identify and validate WARC files using "Jhove",Libwarc's generic iterators may be customised for different purposes via callback handlers (i.e. hooks),"Definition: In this task, confirm libwarc iterators can be customized via callback handlers.
Emphasis & Caution: Callbacks must affect iteration behavior.
Things to Avoid: Fixed, non-extensible iterators."
It shall be possible to collect HTTrack data from the directories output by HTTrack and write the data to WARC files,"The HTTrack archive file format and link strategy may vary from version to version of HTTrack, therefore it shall be possible to adapt the migration scripts to deal with these changes.","Definition: In this task, verify migration scripts can adapt to different HTTrack archive formats and link strategies.
Emphasis & Caution: Scripts must handle version variations.
Things to Avoid: Hard-coded assumptions about HTTrack versions."
Any software tool or application based on libwarc shall require just a single header file.,"The universal header ""warc.h"" shall provide normalised interfaces to enable developers to create valid and compliant WARC-records, based on the definition in the ""ISO TC 46/SC 4 N 595"" standards document. The interfaces shall be made available to create WARC records of the following types:- ""warinfo""- ""response""- ""request""- ""metadata""- ""revisit""- ""conversion""- ""continuation""- ""resource""","Definition: In this task, define normalized interfaces in the universal header ""warc.h"" to create valid ISO-compliant WARC records of all specified types.
Emphasis & Caution: Must strictly follow ISO TC 46/SC 4 N 595 and support all listed record types.
Things to Avoid: Do not omit any required WARC record type."
Libwarc shall provide ARC-record reader functionality Libwarc reader will thereby make read operations as simple as possible.,SRS 15 -Libwarc shall include ADT objects to handle read operations on ARC-records,"Definition: In this task, include ADT objects in Libwarc to support read operations on ARC records.
Emphasis & Caution: Ensure read-only handling of ARC records.
Things to Avoid: Do not modify ARC record contents."
"For each type of WARC-record, a set of functions shall be made available to create/modify the records properties.",Each WARC-record shall be accessible via a peer C class of the same name.,"Definition: In this task, ensure each WARC record is accessible through a corresponding peer C class with the same name.
Emphasis & Caution: Class naming must exactly match the WARC record names.
Things to Avoid: Do not reuse or merge classes across record types."
"The libwarc interfaces shall fully encapsulate and internal functionality, isolating by abstraction any tool or application based on libwarc from changes in the internal implementation.",Libwarc shall encapsulate and handle all memory management when processing WARCrecords.,"Definition: In this task, implement full internal memory management within Libwarc for all WARC record processing.
Emphasis & Caution: Memory allocation and release must be fully encapsulated.
Things to Avoid: Do not expose memory management to external callers."
It shall be possible to walk a wget mirror and write the data to WARC files,"A magic number for WARC shall be created and incorporated in the ""file"" mime-type database, enabling the simple identification of WARC files via the Unix ""file"" command","Definition: In this task, create and register a WARC magic number in the Unix ""file"" MIME-type database.
Emphasis & Caution: Must enable correct identification via the ""file"" command.
Things to Avoid: Do not use non-standard or ambiguous magic values."
Libwarc shall be memory safe and manage dynamic memory internally,"Libwarc shall not use file to memory mapping technology, instead libwarc will explicitly allocate memory as needed.","Definition: In this task, implement Libwarc without using file-to-memory mapping and allocate memory explicitly as needed.
Emphasis & Caution: All memory usage must be manually controlled.
Things to Avoid: Do not use mmap or similar technologies."
It shall be possible to collect HTTrack data from the directories output by HTTrack and write the data to WARC files,A set of command line tools incorporating libwarc shall perform migration of "HTTrack" archives to WARC-records.,"Definition: In this task, develop command-line tools using Libwarc to migrate HTTrack archives into WARC records.
Emphasis & Caution: Migration must preserve archive content accurately.
Things to Avoid: Do not alter original HTTrack data semantics."
It shall be possible to identify and validate WARC files using "Jhove",WarcMdoule and WarcHandler plugin modules shall be implemented for Jhove Plugin layer to enable identification and validation of WARC files.,"Definition: In this task, implement WarcModule and WarcHandler plugins for the Jhove plugin layer to identify and validate WARC files.
Emphasis & Caution: Must integrate correctly with Jhove＊s plugin architecture.
Things to Avoid: Do not bypass Jhove validation workflows."
"Libwarc shall provide a plug-in interface to enable use of alternative compression libraries, such as ""gzip2"", ""7zip"", etc.","Libwarc shall support multiple compression schemas, loading a specific compressor at runtime as an external shared library.","Definition: In this task, enable Libwarc to support multiple compression schemes loaded at runtime as external shared libraries.
Emphasis & Caution: Compressor selection must occur dynamically at runtime.
Things to Avoid: Do not hardcode compression implementations."
Libwarc shall provide a range of functions through a universal interface for reading a range of valid WARC-records,WarcMdoule and WarcHandler plugin modules shall be implemented for Jhove Plugin layer to enable identification and validation of WARC files.,"Definition: In this task, implement WarcModule and WarcHandler plugins for the Jhove plugin layer to identify and validate WARC files.
Emphasis & Caution: Ensure consistent identification and validation behavior.
Things to Avoid: Do not duplicate conflicting plugin logic."
It shall be possible to walk a curl directory and write the data to WARC files,"Python scripts shall be implemented incorporating libwarc, and making all of the functionality of libwarc and API available in Python.","Definition: In this task, implement Python scripts that expose all libwarc functionality and APIs to Python.
Emphasis & Caution: Ensure full API coverage without feature gaps.
Things to Avoid: Do not omit any libwarc functionality."
"For each type of WARC-record, a set of functions shall be made available to create/modify the records properties.","Helper documentation for libwarc functionality shall be made available within the ""HTTrack"", ""wget"" and ""curl"" commands.","Definition: In this task, provide helper documentation for libwarc usage within HTTrack, wget, and curl commands.
Emphasis & Caution: Documentation must be directly accessible from these tools.
Things to Avoid: Do not create standalone or unrelated documentation."
"WARC extensions shall be released as a patch to each of the commands ""curl"", ""wget"", and ""httrack"" projects",A set of command line tools incorporating libwarc shall perform migration of "wget" archives to WARC-records.,"Definition: In this task, build command-line tools using libwarc to migrate wget archives into WARC records.
Emphasis & Caution: Migration must accurately preserve archive content.
Things to Avoid: Do not change original data meaning."
"WARC files shall be validated using a command line tool, ""w-validator"", which will enable validation or rejection of WARC files.","The command line tool shall notify the user of any WARC-record's anomalies, missing required fields or incompatible fields types.","Definition: In this task, implement user notifications for WARC record anomalies, missing required fields, or incompatible field types.
Emphasis & Caution: All detected issues must be clearly reported.
Things to Avoid: Do not silently ignore errors or inconsistencies."
Libwarc shall use gzip as the default compression format,Libwarc shall support non-compressed WARC-records and compressed WARC-records and files,"Definition: In this task, enable libwarc to support both non-compressed and compressed WARC records and files.
Emphasis & Caution: Both modes must function correctly.
Things to Avoid: Do not restrict support to only one compression state."
"Libwarc shall enable combinations of iterators to be used, i.e. composite iterators",Libwarc shall support non-compressed WARC-records and compressed WARC-records and files,"Definition: In this task, ensure libwarc supports both non-compressed and compressed WARC records and files.
Emphasis & Caution: Behavior must be consistent across record and file levels.
Things to Avoid: Do not introduce inconsistent handling."
Iterators can use exact pattern search or regex expressions,Libwarc's generic iterators may be customised for different purposes via callback handlers (i.e. hooks),"Definition: In this task, allow libwarc generic iterators to be customized using callback handlers.
Emphasis & Caution: Callbacks must be safely and flexibly integrated.
Things to Avoid: Do not hardcode iterator behavior."
It shall be possible to collect HTTrack data from the directories output by HTTrack and write the data to WARC files,A command line tool "arc2warc" incorporating libwarc shall be able to migrate data in ARC-records to WARC-record format.,"Definition: In this task, implement the command-line tool ""arc2warc"" to migrate ARC records into WARC format using libwarc.
Emphasis & Caution: Conversion must preserve all valid ARC data.
Things to Avoid: Do not drop or corrupt records."
WARC Browser shall provide an API that allows browsing of WARC files and associated CDX files via an HTTP server,WARC browser shall not support CDX files because the CDX file format is not a standard at this time and is outside of scope.,"Definition: In this task, ensure the WARC browser does not support CDX files.
Emphasis & Caution: CDX format is explicitly out of scope.
Things to Avoid: Do not add CDX parsing or display features."
The functionality of the library shall be exposed in such a way as to fit the metaphors and paradigms of the implementation language,"Libwarc and the bindings to its functionality shall enable the use of libwarc's iterators described in SRS 16-20 to be used within Java v1.5 and and later, using Java's new container iterators, such as ""for"" and ""foreach"".","Definition: In this task, enable libwarc and its bindings to use libwarc iterators within Java v1.5+ using standard for/foreach constructs.
Emphasis & Caution: Must align with Java container iterator conventions.
Things to Avoid: Do not use deprecated or non-idiomatic Java iteration methods."
Any software tool or application based on libwarc shall require just a single header file.,The "libwarc" headers shall be structured in a hierarchical manner. The universal header "warc.h" will include all of them.,"Definition: In this task, structure all libwarc headers hierarchically and include them through the universal header ""warc.h"".
Emphasis & Caution: ""warc.h"" must include all other headers.
Things to Avoid: Do not create isolated or unlinked headers."
Libwarc shall be memory safe and manage dynamic memory internally,Libwarc shall use dynamic heap memory for its internal usage.,"Definition: In this task, use dynamic heap memory for all internal libwarc operations.
Emphasis & Caution: Heap allocation must be consistently applied.
Things to Avoid: Do not use static or stack-based memory for internal state."
"Libwarc shall provide a range of functions through a universal interface for creating each type of valid WARC-record, thus ensuring the resulting WARC files conform to the prevailing WARC standard","Python scripts shall be implemented incorporating libwarc, and making all of the functionality of libwarc and API available in Python.","Definition: In this task, implement Python scripts that expose all libwarc functionality and APIs to Python.
Emphasis & Caution: Full feature parity with libwarc is required.
Things to Avoid: Do not provide partial or limited bindings."
Libwarc shall use disk-based working memory,"The payload (or the WARC-record document itself) are stored on disk, to avoid using memory heap, even for small objects.","Definition: In this task, store WARC payloads and record documents on disk instead of using heap memory.
Emphasis & Caution: Disk storage must be used even for small objects.
Things to Avoid: Do not load payloads fully into memory."
WARC files in various test-states shall be provided that test the Jhove deliverables,WARC files in various test-states shall be provided that test the Jhove deliverables,"Definition: In this task, provide WARC files in multiple test states to validate Jhove deliverables.
Emphasis & Caution: Test files must cover diverse validation scenarios.
Things to Avoid: Do not provide only valid or trivial cases."
It shall be possible to walk a wget mirror and write the data to WARC files,Libwarc's generic iterators may be customised for different purposes via callback handlers (i.e. hooks),"Definition: In this task, allow libwarc generic iterators to be customized via callback handlers.
Emphasis & Caution: Callbacks must be optional and flexible.
Things to Avoid: Do not hardcode iterator logic."
"Libwarc shall provide a range of functions through a universal interface for creating each type of valid WARC-record, thus ensuring the resulting WARC files conform to the prevailing WARC standard","The WARC validator tool specified in SRS 31-32 shall be extended to optionally make use of the Jhove command line API to identify and validate WARC files, i.e. given a specific WARC file, this command shall be able to identify the file as a WARC file, validate the level of compliance with a given standard in terms of well-formedness and validity, and finally to characterise the file by extracting and displaying significant properties contained in the file.","Definition: In this task, extend the WARC validator tool to optionally use the Jhove CLI API for identification, validation, and characterization of WARC files.
Emphasis & Caution: Must support identification, well-formedness, validity, and property extraction.
Things to Avoid: Do not bypass Jhove when the option is enabled."
Libwarc shall provide a stable Application Programme Interface (API) to handle WARCrecords as abstract objects (ADT),"The WARC validator tool specified in SRS 31-32 shall be extended to optionally make use of the Jhove command line API to identify and validate WARC files, i.e. given a specific WARC file, this command shall be able to identify the file as a WARC file, validate the level of compliance with a given standard in terms of well-formedness and validity, and finally to characterise the file by extracting and displaying significant properties contained in the file.","Definition: In this task, extend the WARC validator tool to optionally use the Jhove CLI API for identifying, validating, and characterizing WARC files.
Emphasis & Caution: Output must clearly report compliance level and properties.
Things to Avoid: Do not suppress validation results."
It shall be possible to identify and validate WARC files using "Jhove","The WARC validator tool specified in SRS 31-32 shall be extended to optionally make use of the Jhove command line API to identify and validate WARC files, i.e. given a specific WARC file, this command shall be able to identify the file as a WARC file, validate the level of compliance with a given standard in terms of well-formedness and validity, and finally to characterise the file by extracting and displaying significant properties contained in the file.","Definition: In this task, extend the WARC validator tool to optionally use the Jhove CLI API for WARC file identification, validation, and characterization.
Emphasis & Caution: Behavior must be consistent across runs.
Things to Avoid: Do not produce ambiguous or incomplete results."
"The libwarc interfaces shall fully encapsulate and internal functionality, isolating by abstraction any tool or application based on libwarc from changes in the internal implementation.","The interfaces in libwarc shall ensure that any changes to the library, will not affect any tool or application based on libwarc.","Definition: In this task, design libwarc interfaces to ensure backward compatibility for all dependent tools and applications.
Emphasis & Caution: API changes must not break existing users.
Things to Avoid: Do not introduce breaking interface changes."
A Java interface shall be implemented,A Java interface to libwarc shall be implemented using the SWIG wrapper and/or JNI,"Definition: In this task, implement a Java interface to libwarc using SWIG and/or JNI.
Emphasis & Caution: Ensure correct and stable native bindings.
Things to Avoid: Do not expose unmanaged native resources."
WARC files in various test-states shall be provided that test the Jhove deliverables,Libwarc shall encapsulate and handle all memory management when processing WARCrecords.,"Definition: In this task, encapsulate and manage all memory internally within libwarc when processing WARC records.
Emphasis & Caution: Memory handling must be fully hidden from users.
Things to Avoid: Do not require callers to manage memory."
It shall be possible to identify and validate WARC files using "Jhove","Libwarc shall provide an API describing (1) the set of data, and (2) the set of operations that can be performed on the data. The data types shall be abstract (abstract data types - ADT), to ensure independence of concrete implementations.","Definition: In this task, design a libwarc API using abstract data types that define data sets and supported operations independently of implementations.
Emphasis & Caution: All data types must remain abstract.
Things to Avoid: Do not expose concrete implementations."
WARC Browser shall provide an API that allows browsing of WARC files and associated CDX files via an HTTP server,"It shall be possible to perform read operations (read from offset, filters, etc.) on WARCrecords from a remote location via http.","Definition: In this task, enable read operations on remote WARC records over HTTP, including offset-based reads and filtering.
Emphasis & Caution: Support partial and remote access reliably.
Things to Avoid: Do not require full file downloads."
It shall be possible to identify and validate WARC files using "Jhove",Libwarc shall encapsulate and handle all memory management when processing WARCrecords.,"Definition: In this task, ensure libwarc fully encapsulates and manages memory during WARC record processing.
Emphasis & Caution: No external memory control is allowed.
Things to Avoid: Do not leak memory management details."
"For each type of WARC-record, a set of functions shall be made available to create/modify the records properties.",Libwarc shall provide a WARC-record MIME-type iterator,"Definition: In this task, provide a MIME-type iterator for WARC records within libwarc.
Emphasis & Caution: Iterator must correctly reflect record MIME types.
Things to Avoid: Do not hardcode fixed MIME values."
The functionality of the library shall be exposed in such a way as to fit the metaphors and paradigms of the implementation language,Each WARC-record shall be accessible via a peer C class of the same name.,"Definition: In this task, make each WARC record accessible through a peer C class with the same name.
Emphasis & Caution: Naming must be exact and consistent.
Things to Avoid: Do not merge multiple record types into one class."
A Jhove plugin module and an output handler shall be made available for WARC files,An independent Java implementation of libwarc may be implemented subject to review of deliverables satisfying SRS 61,"Definition: In this task, optionally implement an independent Java version of libwarc subject to review against SRS 61.
Emphasis & Caution: Deliverables must satisfy SRS 61 requirements.
Things to Avoid: Do not diverge from defined specifications."
An independent Java implementation of libwarc may be implemented,An independent Java implementation of libwarc may be implemented subject to review of deliverables satisfying SRS 61,"Definition: In this task, optionally implement an independent Java version of libwarc that passes review under SRS 61.
Emphasis & Caution: Compliance with SRS 61 is mandatory.
Things to Avoid: Do not submit non-compliant implementations."
It shall be possible to convert ARC files to WARC files using a command-line tool called "arc2warc","The default operation of ""arc2warc"" shall carry out a one-to-one mapping of record fields, by converting each ARC-record to a corresponding ""response"" WARC-record and ""metadata"" WARCrecord, which shall include information about the conversion process.","Definition: In this task, configure the default arc2warc operation to map each ARC record one-to-one into response and metadata WARC records.
Emphasis & Caution: Metadata must document the conversion process.
Things to Avoid: Do not alter or merge original record fields."
Libwarc shall be memory safe and manage dynamic memory internally,"Developers using libwarc shall not be required to allocate/release memory directly, instead the developer shall use libwarc's object constructor and destructor functions.","Definition: In this task, ensure developers use libwarc constructors and destructors instead of manual memory allocation.
Emphasis & Caution: All memory control must remain inside libwarc.
Things to Avoid: Do not require direct allocate or free calls."
Dynamic memory management shall be hidden inside libwarc,"The payload (or the WARC-record document itself) are stored on disk, to avoid using memory heap, even for small objects.","Definition: In this task, store WARC payloads and record documents on disk to avoid heap usage.
Emphasis & Caution: Disk storage applies even to small objects.
Things to Avoid: Do not load full payloads into memory."
"It shall be possible to collect arbitrary web content, such as html files, images etc. (for example from a web server document root directory), and write the data to WARC files",SRS 15 -Libwarc shall include ADT objects to handle read operations on ARC-records,"Definition: In this task, include abstract data types in libwarc to support read operations on ARC records.
Emphasis & Caution: Read operations only.
Things to Avoid: Do not modify ARC records."
A Python interface shall be implemented,"Python scripts shall be implemented incorporating libwarc, and making all of the functionality of libwarc and API available in Python.","Definition: In this task, implement Python scripts that expose all libwarc functionality and APIs to Python.
Emphasis & Caution: Feature parity with libwarc is required.
Things to Avoid: Do not provide partial bindings."
Any software tool or application based on libwarc shall require just a single header file.,The universal header "warc.h" shall ensure compatibility between all versions of libwarc.,"Definition: In this task, ensure the universal header ""warc.h"" maintains compatibility across all libwarc versions.
Emphasis & Caution: Backward compatibility must be preserved.
Things to Avoid: Do not introduce breaking changes."
"Libwarc shall provide a plug-in interface to enable use of alternative compression libraries, such as ""gzip2"", ""7zip"", etc.",It shall not be possible to use more than one compression schema (including noncompression) within a single WARC file. (i.e. it is not possible to mix compression schemes within a single WARC file).,"Definition: In this task, enforce a single compression or non-compression scheme per WARC file.
Emphasis & Caution: No mixed compression within one file.
Things to Avoid: Do not allow multiple schemes in the same file."
Libwarc shall provide a records iterator to handle WARC-type records,Libwarc shall encapsulate and handle all memory management when processing WARCrecords.,"Definition: In this task, encapsulate and manage all memory internally when libwarc processes WARC records.
Emphasis & Caution: Memory handling must be fully hidden.
Things to Avoid: Do not expose memory management APIs."
An Apache and Lighttp plug-in shall provide access to the libwarc API and WARC Browser over http,Libwarc shall be incorporated within an Apache module to enable all actions specified in SRS 34-36 to be executed within Apache.,"Definition: In this task, integrate libwarc into an Apache module to execute actions defined in SRS 34每36.
Emphasis & Caution: Must operate within the Apache environment.
Things to Avoid: Do not implement outside Apache."
Any software tool or application based on libwarc shall require just a single header file.,"There shall be a single entry point to libwarc, called ""warc.h"".","Definition: In this task, provide a single entry point to libwarc via the header ""warc.h"".
Emphasis & Caution: All access must route through this header.
Things to Avoid: Do not create alternative entry headers."
Libwarc shall provide a records iterator to handle WARC-type records,Libwarc shall provide a WARC-record-type iterator,"Definition: In this task, implement an iterator that traverses WARC records by record type.
Emphasis & Caution: Iterator must cover all WARC record types.
Things to Avoid: Do not skip or merge record types."
Libwarc shall use gzip as the default compression format,An independent Java implementation of libwarc may be implemented subject to review of deliverables satisfying SRS 61,"Definition: In this task, implement an independent Java version of libwarc that passes review against SRS 61 deliverables.
Emphasis & Caution: Must fully satisfy SRS 61 requirements.
Things to Avoid: Partial implementations; reuse of non-independent code."
"Libwarc shall provide a range of functions through a universal interface for creating each type of valid WARC-record, thus ensuring the resulting WARC files conform to the prevailing WARC standard","The universal header ""warc.h"" shall provide normalised interfaces to enable developers to create valid and compliant WARC-records, based on the definition in the ""ISO TC 46/SC 4 N 595"" standards document. The interfaces shall be made available to create WARC records of the following types:- ""warinfo""- ""response""- ""request""- ""metadata""- ""revisit""- ""conversion""- ""continuation""- ""resource""","Definition: In this task, design a universal header file ""warc.h"" that provides normalized interfaces to create all standard WARC record types per ISO TC 46/SC 4 N 595.
Emphasis & Caution: All listed WARC record types must be supported and standards-compliant.
Things to Avoid: Missing record types; non-standard interfaces."
Any software tool or application based on libwarc shall require just a single header file.,Libwarc shall encapsulate and handle all memory management when processing WARCrecords.,"Definition: In this task, ensure libwarc fully encapsulates and manages all memory used during WARC record processing.
Emphasis & Caution: Memory handling must be internal and automatic.
Things to Avoid: Requiring external memory management."
Libwarc shall be memory safe and manage dynamic memory internally,Libwarc shall allocate minimum memory heap to store WARC-record metadata.,"Definition: In this task, optimize libwarc to allocate the minimum possible heap memory for WARC record metadata storage.
Emphasis & Caution: Focus strictly on metadata memory usage.
Things to Avoid: Excessive or unnecessary memory allocation."
It shall be possible to convert ARC files to WARC files using a command-line tool called "arc2warc",A command line tool "arc2warc" incorporating libwarc shall be able to migrate data in ARC-records to WARC-record format.,"Definition: In this task, build a command-line tool named ""arc2warc"" using libwarc to convert ARC records into WARC format.
Emphasis & Caution: Output must be valid WARC records.
Things to Avoid: Data loss during conversion."
Libwarc shall provide ARC-record reader functionality Libwarc reader will thereby make read operations as simple as possible.,"Libwarc and the bindings to its functionality shall enable the use of libwarc's iterators described in SRS 16-20 to be used within various dynamic languages and in Java v1.4 and earlier, using metaphors and paradigms familiar to those languages.","Definition: In this task, enable libwarc iterators to be usable in dynamic languages and Java v1.4 or earlier via familiar language paradigms.
Emphasis & Caution: Must support SRS 16每20 iterators and legacy Java compatibility.
Things to Avoid: Language-specific designs that limit portability."
"WARC files shall be validated using a command line tool, ""w-validator"", which will enable validation or rejection of WARC files.",A command line tool shall be implemented utilising libwarc to check the consistency of WARC-records and their conformance to the WARC ISO standard.,"Definition: In this task, implement a command-line tool using libwarc to validate WARC record consistency and ISO standard conformance.
Emphasis & Caution: Must strictly follow the WARC ISO standard.
Things to Avoid: Superficial or incomplete validation."
"Libwarc shall provide a range of functions through a universal interface for creating each type of valid WARC-record, thus ensuring the resulting WARC files conform to the prevailing WARC standard",WARC files in various test-states shall be provided that test the Jhove deliverables,"Definition: In this task, provide WARC files in multiple test states to support testing of Jhove deliverables.
Emphasis & Caution: Test cases must cover diverse and meaningful states.
Things to Avoid: Redundant or trivial test files."
A Python interface shall be implemented,WARC Browser shall support a client-side rewriting interface by using javascript code to rewrite links being delivered alongside archived content. This is based on the principles implemented in the Wayback Machine.,"Definition: In this task, implement client-side JavaScript link rewriting in the WARC Browser, following Wayback Machine principles.
Emphasis & Caution: Rewriting must occur client-side alongside archived content delivery.
Things to Avoid: Server-side rewriting; breaking original content behavior."
"Libwarc should provide a series of functions through a common interface to create valid WARC records of each type, thereby ensuring that the generated WARC files comply with the current WARC standard",A magic number for WARC should be created and merged into the &quot;file&quot; mime type database so that WARC files can be easily identified via the Unix &quot;file&quot; command,"Definition: In this task, create and register a magic number for WARC files in the Unix ""file"" MIME type database.
Emphasis & Caution: The ""file"" command must correctly identify WARC files.
Things to Avoid: Non-unique or incorrect magic number definitions."
"The libwarc interface should completely encapsulate the internal functionality, isolating any libwarc-based tool or application from changes to the internal implementation through abstraction.",The common header file &quot;warc.h&quot; should ensure that deprecated function calls and changes to the library are notified at compile time.,"Definition: In this task, ensure the common header ""warc.h"" triggers compile-time warnings for deprecated functions and library changes.
Emphasis & Caution: Notifications must occur at compile time.
Things to Avoid: Runtime-only warnings."
Any libwarc-based software tool or application requires only one header file.,"By including this header, developers should be able to access, modify, and manipulate all aspects of the WARC file format.","Definition: In this task, enable full access, modification, and manipulation of all WARC format aspects via inclusion of ""warc.h"".
Emphasis & Caution: Coverage must include all WARC components.
Things to Avoid: Partial or read-only access."
Libwarc should provide a set of functions through a common interface for reading a set of valid WARC records,"Libwarc should provide an API that describes (1) a data set, and (2) the set of operations that can be performed on the data. Data types should be abstract (Abstract Data Type - ADT) to ensure independence from concrete implementations.","Definition: In this task, design a libwarc API that defines abstract data sets and their operations using ADTs.
Emphasis & Caution: Data types must be implementation-independent.
Things to Avoid: Concrete or tightly coupled data types."
"The libwarc interface should completely encapsulate the internal functionality, isolating any libwarc-based tool or application from changes to the internal implementation through abstraction.","Major revisions to the WARC ISO standard may result in revisions of libwarc, but these revisions should be isolated and not affect any tools developed in conjunction with libwarc","Definition: In this task, isolate libwarc changes caused by major WARC ISO revisions so dependent tools remain unaffected.
Emphasis & Caution: Tool compatibility must be preserved.
Things to Avoid: Breaking changes to external tools."
Any libwarc-based software tool or application requires only one header file.,The common header file &quot;warc.h&quot; should ensure that deprecated function calls and changes to the library are notified at compile time.,"Definition: In this task, ensure the common header ""warc.h"" triggers compile-time warnings for deprecated functions and library changes.
Emphasis & Caution: Notifications must occur at compile time.
Things to Avoid: Silent deprecations."
Libwarc should provide a stable application programming interface (API) to handle WARC records as abstract objects (ADT),"Libwarc should provide an API that describes (1) a data set, and (2) the set of operations that can be performed on the data. Data types should be abstract (Abstract Data Type - ADT) to ensure independence from concrete implementations.","Definition: In this task, design a libwarc API that defines abstract data sets and their operations using ADTs.
Emphasis & Caution: Data types must be implementation-independent.
Things to Avoid: Exposure of internal implementations."
"Libwarc should provide a series of functions through a common interface to create valid WARC records of each type, thereby ensuring that the generated WARC files comply with the current WARC standard",A set of command line tools including libwarc should perform the migration of &quot;HTTrack&quot; archives to WARC records.,"Definition: In this task, implement command-line tools using libwarc to migrate HTTrack archives into WARC records.
Emphasis & Caution: Migration output must be valid WARC records.
Things to Avoid: Incomplete or lossy migration."
Libwarc should provide record iterators to handle WARC type records,Libwarc should provide a generic iterator that enables developers to iterate over all WARC records and create abstract WARC documents as simple containers,"Definition: In this task, provide a generic iterator in libwarc to traverse all WARC records and build abstract WARC document containers.
Emphasis & Caution: Iterator must support all record types.
Things to Avoid: Record-type-specific iterators only."
